step,prompt_source,prompt_idx,ed_vs_baseline_generalising,sw_vs_baseline_generalising,ed_vs_baseline_memorising,sw_vs_baseline_memorising,ed_vs_baseline_generalising_from_prompts_generalising,sw_vs_baseline_generalising_from_prompts_generalising,ed_vs_baseline_memorising_from_prompts_generalising,sw_vs_baseline_memorising_from_prompts_generalising,ed_vs_baseline_generalising_from_prompts_memorising,sw_vs_baseline_generalising_from_prompts_memorising,ed_vs_baseline_memorising_from_prompts_memorising,sw_vs_baseline_memorising_from_prompts_memorising
1,generalising,117,,,,,0.17136317491531372,0.05020582635299069,0.2899620234966278,0.06379372428234069,,,,
1,generalising,118,,,,,0.2888191342353821,0.0657825441533505,0.3123970329761505,0.06446863235580563,,,,
1,generalising,119,,,,,0.20856736600399017,0.0551459422692577,0.20516008138656616,0.045925925754067454,,,,
1,generalising,120,,,,,0.2773985266685486,0.058170915329361035,0.3167998194694519,0.048609783833541954,,,,
1,generalising,121,,,,,0.10228069126605988,0.041413189848530506,0.21924227476119995,0.04543835584252188,,,,
1,generalising,122,,,,,0.19535225629806519,0.054472908236792704,0.4133192300796509,0.06652289652581463,,,,
1,generalising,123,,,,,0.2396412044763565,0.06441745002055027,0.29160916805267334,0.05501636887257067,,,,
1,generalising,124,,,,,0.1876101791858673,0.05574775345201232,0.2552277445793152,0.04408110015216688,,,,
1,generalising,125,,,,,0.23569588363170624,0.05933462661613432,0.16024021804332733,0.04621729383425373,,,,
1,generalising,126,,,,,0.26752451062202454,0.06807617286252665,0.2859034538269043,0.060704305872282795,,,,
1,generalising,127,,,,,0.26787447929382324,0.05959392191513228,0.39439156651496887,0.06678323587086929,,,,
1,memorising,0,,,,,,,,,0.209246426820755,0.05394880983958213,0.4596313238143921,0.0644072323189091
1,memorising,1,,,,,,,,,0.25349143147468567,0.06654356661173794,0.37357187271118164,0.05943063606265534
1,memorising,2,,,,,,,,,0.4076213538646698,0.08167361576990631,0.46798330545425415,0.06589800844113236
1,memorising,3,,,,,,,,,0.2334403395652771,0.05497018420037417,0.3537602424621582,0.05810299386368484
1,memorising,4,,,,,,,,,0.19838963449001312,0.049544945989370356,0.2937525808811188,0.055824025097936956
1,memorising,5,,,,,,,,,0.2040320485830307,0.05959884980400546,0.3499082922935486,0.05994524275197897
1,memorising,6,,,,,,,,,0.1374567151069641,0.04501411127269076,0.2296440601348877,0.05405598171871239
1,memorising,7,,,,,,,,,0.2798139154911041,0.06386927345743447,0.5702357888221741,0.08054469143942067
1,memorising,8,,,,,,,,,0.16185009479522705,0.04798059092975218,0.3016285300254822,0.05357533210557266
1,memorising,9,,,,,,,,,0.20796921849250793,0.0499363801880152,0.35874801874160767,0.051137948014651685
1,memorising,10,,,,,,,,,0.2751714289188385,0.07305751801031769,0.40204134583473206,0.0666530121241719
1,memorising,11,,,,,,,,,0.1827450543642044,0.05065437489444319,0.4263402819633484,0.057703815039091964
1,memorising,12,,,,,,,,,0.12636247277259827,0.04115860419645496,0.1748461276292801,0.04784205833777414
1,memorising,13,,,,,,,,,0.17976023256778717,0.053551071787498274,0.3228512704372406,0.05895735332214467
1,memorising,14,,,,,,,,,0.34097522497177124,0.07435259717656405,0.6427493691444397,0.09095351218551471
1,memorising,15,,,,,,,,,0.21684060990810394,0.05872825266303792,0.4950617253780365,0.07419364860189254
1,memorising,16,,,,,,,,,0.19308589398860931,0.055603952270871906,0.3186279833316803,0.053050215852861904
1,memorising,17,,,,,,,,,0.13456320762634277,0.043675792812506484,0.11948905885219574,0.03719845506964694
1,memorising,18,,,,,,,,,0.20578795671463013,0.05247154818483003,0.1713363528251648,0.046585582569708676
1,memorising,19,,,,,,,,,0.08976317942142487,0.034746387036439536,0.17088747024536133,0.03545732929439862
1,memorising,20,,,,,,,,,0.19149146974086761,0.047686823527576534,0.33504897356033325,0.05442681099517433
1,memorising,21,,,,,,,,,0.1640036702156067,0.04569970001475772,0.4508321285247803,0.06802104703412687
1,memorising,22,,,,,,,,,0.13208453357219696,0.04325241446439772,0.28761622309684753,0.045094276533217716
1,memorising,23,,,,,,,,,0.15304316580295563,0.046121688023178765,0.19002719223499298,0.0406553495693805
1,memorising,24,,,,,,,,,0.29886695742607117,0.07103801344300752,0.5374338626861572,0.07790264714206713
1,memorising,25,,,,,,,,,0.24109207093715668,0.05916118887554519,0.4653021991252899,0.06803321611061666
1,memorising,26,,,,,,,,,0.1835830807685852,0.04940675064079389,0.3294374346733093,0.06332925832025961
1,memorising,27,,,,,,,,,0.22734227776527405,0.057566116251153376,0.4384801387786865,0.0673351421538129
1,memorising,28,,,,,,,,,0.22262272238731384,0.0559323444552905,0.4044451117515564,0.058440428027562004
1,memorising,29,,,,,,,,,0.22069597244262695,0.05330533683735493,0.36872637271881104,0.0549716649700521
1,memorising,30,,,,,,,,,0.1455070525407791,0.04811087978145673,0.2685492932796478,0.05082340536669392
1,memorising,31,,,,,,,,,0.1701878309249878,0.04857846830662105,0.3370247483253479,0.05183961704454819
1,memorising,32,,,,,,,,,0.21062792837619781,0.06333919985657442,0.26092684268951416,0.059403905222715166
1,memorising,33,,,,,,,,,0.32376307249069214,0.07393348641888793,0.36517447233200073,0.06107310484220241
1,memorising,34,,,,,,,,,0.13116022944450378,0.04124688611116478,0.37185224890708923,0.056410024860036614
1,memorising,35,,,,,,,,,0.12895628809928894,0.039071150542790443,0.37511032819747925,0.05237809089723144
1,memorising,36,,,,,,,,,0.14452646672725677,0.0397084774146413,0.384940505027771,0.054154953180158484
1,memorising,37,,,,,,,,,0.10625100135803223,0.038814372165662546,0.36050280928611755,0.05188264516126569
1,memorising,38,,,,,,,,,0.14290468394756317,0.042908769498019306,0.314389169216156,0.05996360575824394
1,memorising,39,,,,,,,,,0.1822875291109085,0.045209446354477746,0.32575565576553345,0.05463765501089904
1,memorising,40,,,,,,,,,0.15117394924163818,0.04670860918442652,0.204252690076828,0.04169409046783372
1,memorising,41,,,,,,,,,0.25346383452415466,0.06523711341467249,0.4366600215435028,0.07502640228574534
1,memorising,42,,,,,,,,,0.16315029561519623,0.04503170217726057,0.4551635682582855,0.07144925242995806
1,memorising,43,,,,,,,,,0.2761841416358948,0.06613835959026829,0.32118362188339233,0.05801884454528614
1,memorising,44,,,,,,,,,0.17753966152668,0.050199911885666894,0.45831602811813354,0.06942296055315234
1,memorising,45,,,,,,,,,0.26334306597709656,0.06373241511264972,0.33498308062553406,0.05367049353405222
1,memorising,46,,,,,,,,,0.17769558727741241,0.04734133461847803,0.2713918685913086,0.045753325522741244
1,memorising,47,,,,,,,,,0.14289060235023499,0.041750484660303115,0.3584272861480713,0.0493851016898674
1,memorising,48,,,,,,,,,0.16674792766571045,0.04517896179205059,0.41290175914764404,0.05799183236221703
1,memorising,49,,,,,,,,,0.15809008479118347,0.049618334577050026,0.44819948077201843,0.06842237313049176
1,memorising,50,,,,,,,,,0.18040092289447784,0.05507216984945221,0.34999942779541016,0.05085206550619287
1,memorising,51,,,,,,,,,0.2383219301700592,0.057858226430496054,0.3508891463279724,0.05818317038714345
1,memorising,52,,,,,,,,,0.3093816339969635,0.06630406985548064,0.6275684833526611,0.08676372843715807
1,memorising,53,,,,,,,,,0.26311999559402466,0.0643689793411267,0.286562979221344,0.05171290065417946
1,memorising,54,,,,,,,,,0.20254312455654144,0.053220896163629634,0.2784560024738312,0.04141079652236773
1,memorising,55,,,,,,,,,0.2587627172470093,0.06750116164911447,0.43448755145072937,0.07013471299775591
1,memorising,56,,,,,,,,,0.24454432725906372,0.06222790891573824,0.3766103982925415,0.06086017573881129
1,memorising,57,,,,,,,,,0.17290039360523224,0.04906662484506534,0.4862891137599945,0.07283518574656134
1,memorising,58,,,,,,,,,0.2550605535507202,0.06633534781240533,0.2996693253517151,0.057299424945065215
1,memorising,59,,,,,,,,,0.24174873530864716,0.06232435298566135,0.3132779002189636,0.050708186996914754
1,memorising,60,,,,,,,,,0.14496560394763947,0.040488527831454776,0.32423800230026245,0.05816700330897106
1,memorising,61,,,,,,,,,0.19719825685024261,0.05107650272810659,0.24959824979305267,0.05700841440916119
1,memorising,62,,,,,,,,,0.22755655646324158,0.05782492053272257,0.44448062777519226,0.06937874491569027
1,memorising,63,,,,,,,,,0.11901409924030304,0.03917920906747306,0.24247917532920837,0.047152941176268476
1,memorising,64,,,,,,,,,0.1558704674243927,0.04333465170288634,0.19504037499427795,0.039800036490881464
1,memorising,65,,,,,,,,,0.41342684626579285,0.08848068378217148,0.49866530299186707,0.0820739048839854
1,memorising,66,,,,,,,,,0.2060060054063797,0.05379684103976109,0.1651686131954193,0.04353385345907577
1,memorising,67,,,,,,,,,0.21231098473072052,0.05761468978223958,0.3974868059158325,0.05963947172973023
1,memorising,68,,,,,,,,,0.142458975315094,0.047130468486172986,0.27375662326812744,0.051198162036463594
1,memorising,69,,,,,,,,,0.16816996037960052,0.049924436569575494,0.2960755527019501,0.05773669010656689
1,memorising,70,,,,,,,,,0.22566400468349457,0.05773486909279395,0.40186890959739685,0.06519598506374569
1,memorising,71,,,,,,,,,0.11107689142227173,0.042450203849632724,0.30657148361206055,0.04902145016791181
1,memorising,72,,,,,,,,,0.2724088430404663,0.06961219133098363,0.2670668959617615,0.05860744486495156
1,memorising,73,,,,,,,,,0.17587317526340485,0.04878485802450704,0.35550782084465027,0.05719181503965025
1,memorising,74,,,,,,,,,0.20024599134922028,0.05120188566868895,0.3498283624649048,0.04870019117927557
1,memorising,75,,,,,,,,,0.29589003324508667,0.06861300976986487,0.48085737228393555,0.07400525460972918
1,memorising,76,,,,,,,,,0.13007879257202148,0.04283474589479426,0.26742643117904663,0.048744939665914505
1,memorising,77,,,,,,,,,0.10698576271533966,0.03646208394600592,0.2684426009654999,0.053520532736540644
1,memorising,78,,,,,,,,,0.269842267036438,0.06442982455715583,0.2898172438144684,0.06141372299608186
1,memorising,79,,,,,,,,,0.2186230570077896,0.056603885047231184,0.27469757199287415,0.050402275300234306
1,memorising,80,,,,,,,,,0.15978559851646423,0.048279766459178836,0.2963346838951111,0.051607866366547794
1,memorising,81,,,,,,,,,0.21352359652519226,0.06410151197844804,0.2461778074502945,0.05329876550225432
1,memorising,82,,,,,,,,,0.2082347422838211,0.057682227162764256,0.30774039030075073,0.04713381615099835
1,memorising,83,,,,,,,,,0.10848952829837799,0.03710736237288342,0.2642980217933655,0.05532954463243466
1,memorising,84,,,,,,,,,0.16068673133850098,0.04578019705830116,0.2538703978061676,0.048580321684380895
1,memorising,85,,,,,,,,,0.1629488617181778,0.04485497970770676,0.27978426218032837,0.05499990428225373
1,memorising,86,,,,,,,,,0.16305765509605408,0.05225471222890517,0.31698888540267944,0.0558294784306518
1,memorising,87,,,,,,,,,0.12809930741786957,0.044909195913421816,0.36472204327583313,0.06276235237748357
1,memorising,88,,,,,,,,,0.24192018806934357,0.05752523098139754,0.41330933570861816,0.07163300338581641
1,memorising,89,,,,,,,,,0.2063642293214798,0.06474393950311996,0.26932448148727417,0.04899898316508686
1,memorising,90,,,,,,,,,0.08380261063575745,0.034368231919578406,0.12015175819396973,0.03835417887808713
1,memorising,91,,,,,,,,,0.10513094067573547,0.03860757627135318,0.1568792164325714,0.03681321075872839
1,memorising,92,,,,,,,,,0.1597723811864853,0.0469466967735167,0.3393074572086334,0.055726363441401174
1,memorising,93,,,,,,,,,0.12913094460964203,0.043331559595708974,0.251036137342453,0.05184419274233307
1,memorising,94,,,,,,,,,0.12264508008956909,0.038688472390861865,0.2789706587791443,0.044667292527465714
1,memorising,95,,,,,,,,,0.1916743665933609,0.055964291279273264,0.3737243413925171,0.06138114463183704
1,memorising,96,,,,,,,,,0.1728518009185791,0.05102575982944306,0.24182963371276855,0.048583142693424286
1,memorising,97,,,,,,,,,0.17223487794399261,0.05555118466431371,0.3401716649532318,0.06074868287446409
1,memorising,98,,,,,,,,,0.22750645875930786,0.06724497920966249,0.37640848755836487,0.06238037744312799
1,memorising,99,,,,,,,,,0.3651891350746155,0.07712800588723324,0.6497878432273865,0.09081719913818122
1,memorising,100,,,,,,,,,0.2163701355457306,0.054820165395044355,0.33389806747436523,0.05743857832110478
1,memorising,101,,,,,,,,,0.2014533132314682,0.055606819526192695,0.3533520996570587,0.05826582480829755
1,memorising,102,,,,,,,,,0.22287458181381226,0.051204657872900156,0.26771795749664307,0.05780066791307683
1,memorising,103,,,,,,,,,0.18124954402446747,0.050392392974246504,0.31615519523620605,0.053916493759904954
1,memorising,104,,,,,,,,,0.1332133412361145,0.044143921173957275,0.2504897713661194,0.04167630998014997
1,memorising,105,,,,,,,,,0.28227004408836365,0.0681959452682923,0.3187510669231415,0.056185693179139753
1,memorising,106,,,,,,,,,0.11810712516307831,0.03803597338465418,0.3364931344985962,0.04617494636763655
1,memorising,107,,,,,,,,,0.2089983969926834,0.049418826151158377,0.2638443410396576,0.04763707816639614
1,memorising,108,,,,,,,,,0.2669147849082947,0.06187835872408717,0.47727590799331665,0.06816030393024643
1,memorising,109,,,,,,,,,0.120074063539505,0.04019179171403591,0.29358017444610596,0.04878528528143391
1,memorising,110,,,,,,,,,0.35654228925704956,0.08108208491429547,0.43909338116645813,0.07419640681905153
1,memorising,111,,,,,,,,,0.29841840267181396,0.06457408005625793,0.30890119075775146,0.04561536746472557
1,memorising,112,,,,,,,,,0.12189103662967682,0.04564683644097407,0.1887427568435669,0.04767290016806962
1,memorising,113,,,,,,,,,0.23555655777454376,0.06260358248204327,0.2847250699996948,0.048570183347889644
1,memorising,114,,,,,,,,,0.12752123177051544,0.045231480183438304,0.2970876693725586,0.05666392558531192
1,memorising,115,,,,,,,,,0.22939088940620422,0.06174845290235735,0.20797094702720642,0.04879769438624666
1,memorising,116,,,,,,,,,0.16975776851177216,0.04685853936483296,0.5210529565811157,0.07589018150162846
1,memorising,117,,,,,,,,,0.2236199975013733,0.059880346013039515,0.23676687479019165,0.043026391695831535
1,memorising,118,,,,,,,,,0.21461467444896698,0.05979018840027789,0.47289514541625977,0.07100731266022031
1,memorising,119,,,,,,,,,0.21676048636436462,0.05714091588174609,0.5771546959877014,0.08417085654902301
1,memorising,120,,,,,,,,,0.2684768736362457,0.06029846867252758,0.4464653432369232,0.06270629405719558
1,memorising,121,,,,,,,,,0.1488635241985321,0.04764436467985175,0.417697012424469,0.06264114066008648
1,memorising,122,,,,,,,,,0.23165693879127502,0.058420513766046,0.3727668821811676,0.05751349330047462
1,memorising,123,,,,,,,,,0.33270761370658875,0.06802829860741048,0.6535694599151611,0.09399240308047468
1,memorising,124,,,,,,,,,0.12842269241809845,0.04121034074553943,0.25171974301338196,0.03910049230468783
1,memorising,125,,,,,,,,,0.23350051045417786,0.059450749855115885,0.6118656396865845,0.08633189355226958
1,memorising,126,,,,,,,,,0.14421965181827545,0.04321984719378209,0.25138619542121887,0.05021322011225786
1,memorising,127,,,,,,,,,0.23225046694278717,0.06151608419347187,0.17012332379817963,0.04925768149561736
6,prior,0,0.08137628436088562,0.04481029919912562,0.059750765562057495,0.038245142297535735,,,,,,,,
6,generalising,0,,,,,0.16987645626068115,0.04991758206281716,0.23493148386478424,0.057029553866903386,,,,
