step,n_chains,ed_vs_baseline_in_distribution,sw_vs_baseline_in_distribution,ed_vs_baseline_out_of_distribution,sw_vs_baseline_out_of_distribution,ed_vs_baseline_in_distribution_from_prompts_in_distribution,sw_vs_baseline_in_distribution_from_prompts_in_distribution,ed_vs_baseline_out_of_distribution_from_prompts_in_distribution,sw_vs_baseline_out_of_distribution_from_prompts_in_distribution,ed_vs_baseline_in_distribution_from_prompts_out_of_distribution,sw_vs_baseline_in_distribution_from_prompts_out_of_distribution,ed_vs_baseline_out_of_distribution_from_prompts_out_of_distribution,sw_vs_baseline_out_of_distribution_from_prompts_out_of_distribution
3600,32,0.06000173091888428,0.02692201666043571,0.06634807586669922,0.029323653244256044,0.5861311368644238,0.05647176543775622,0.09733990579843521,0.03267300471724907,0.4318954050540924,0.04917331553321498,0.09341026097536087,0.0321469592066146
3800,32,0.059659361839294434,0.02749761939881217,0.06344342231750488,0.028809089737772072,0.5901884324848652,0.056738228928761625,0.09497809410095215,0.032386361205301584,0.42845237255096436,0.049536031048105264,0.089065320789814,0.03170206649967014
4000,32,0.05783402919769287,0.026650113756317883,0.0655069351196289,0.030941139635503066,0.5885468609631062,0.05575424951452569,0.09354114532470703,0.031488594309293655,0.4272279813885689,0.049948912211835346,0.08902321755886078,0.0315447482861925
4200,32,0.06127011775970459,0.02731329445252466,0.06768178939819336,0.02965041272351838,0.5827811248600483,0.05587478954825456,0.09587518125772476,0.03225577742610394,0.42576244473457336,0.04912179135432516,0.09351541101932526,0.03203782662677688
4400,32,0.05977189540863037,0.027966269205698672,0.06928896903991699,0.02920345285943139,0.5889629237353802,0.05724333001598212,0.10009574145078659,0.03277841910978395,0.4205973371863365,0.048480962994691595,0.09425180405378342,0.032067383182450684
4600,32,0.06371986865997314,0.029018212769714943,0.06996774673461914,0.029501395892054253,0.5939089767634869,0.05687887917502778,0.10030161589384079,0.032255950162042565,0.42893704026937485,0.050327620946279066,0.09567137062549591,0.0326009087930855
4800,32,0.06563365459442139,0.027847499400649497,0.06591582298278809,0.02948461109068986,0.5859105475246906,0.056058102124095774,0.09569139778614044,0.031468795316103824,0.4291827604174614,0.05063752259683581,0.09000521898269653,0.03165706497583652
5000,32,0.053990721702575684,0.02669470893676845,0.060703277587890625,0.027179166468483725,0.5904148034751415,0.055877380345247835,0.09525305777788162,0.03253066114969902,0.4262996166944504,0.05017231329912357,0.08885951340198517,0.03131435138215932
5200,32,0.05092442035675049,0.026328724710608622,0.05505990982055664,0.0276840094904387,0.5885659419000149,0.05711583100269344,0.09887813776731491,0.03236714445509337,0.4257490485906601,0.0501029466691978,0.08850641548633575,0.03151114927662823
5400,32,0.07016122341156006,0.02852271389152782,0.06732320785522461,0.029669440342771556,0.5899278111755848,0.05753438533166673,0.09295020997524261,0.03135591798904664,0.4286346361041069,0.05043909862307562,0.09037284553050995,0.031417881853420516
5600,32,0.05267965793609619,0.025898987797451492,0.05885124206542969,0.028301727837811992,0.5821547321975231,0.05669533458774107,0.09400712698698044,0.03229709001559318,0.42343025654554367,0.0496397767496048,0.08704473823308945,0.03125473292537823
5800,32,0.05343902111053467,0.026571434667774275,0.06192731857299805,0.027468751469291924,0.5843359567224979,0.05638105051337293,0.09900183230638504,0.03285264814798243,0.42936086654663086,0.04934471903256185,0.08996989578008652,0.03093427911314619
6000,32,0.056908369064331055,0.0267867350214007,0.06543195247650146,0.028425830771388664,0.5830090828239918,0.05583700584755313,0.09613409638404846,0.03233857478630481,0.41656507551670074,0.04805496926203168,0.08705601841211319,0.031465028587922564
6200,32,0.057230353355407715,0.025481528948682452,0.06120467185974121,0.028856338390384123,0.5807481743395329,0.05592026901533423,0.09398636221885681,0.03179564534759487,0.42474154382944107,0.05042414159429322,0.08674702793359756,0.031149788280148194
6400,32,0.056067824363708496,0.025679395327655223,0.06701087951660156,0.02938307758349693,0.5787179656326771,0.05447959853409067,0.09496670961380005,0.03212042975333496,0.41856419295072556,0.04995298220270422,0.09011708199977875,0.03159580266461143
6600,32,0.06055271625518799,0.027791747237311936,0.06869316101074219,0.030247214194964206,0.5829267241060734,0.055826989973888984,0.09750953316688538,0.032031911764866194,0.4256541430950165,0.04991427034164882,0.08977129310369492,0.03149783216697316
6800,32,0.05321216583251953,0.02623712236293043,0.05868828296661377,0.02757773041829896,0.5742151476442814,0.055786685883019285,0.09331253170967102,0.03197755453519889,0.4211249426007271,0.0503993433378294,0.08540458232164383,0.031003588724986583
7000,32,0.05249178409576416,0.026480894291463292,0.05890154838562012,0.028946666024480452,0.5817751102149487,0.055561924241989344,0.09487780183553696,0.03184957401493785,0.420111246407032,0.04989610729466418,0.09106560051441193,0.031786831770636244
7200,32,0.05387723445892334,0.025044073786461805,0.06096792221069336,0.027903393618735273,0.571816835552454,0.05596511662296824,0.09643815457820892,0.03250643643864937,0.43061909079551697,0.05060663568798274,0.08840924501419067,0.03175271675131046
7400,32,0.05603229999542236,0.027100094849983547,0.06522154808044434,0.028912498345592272,0.5733162350952625,0.057110324290399854,0.09259544312953949,0.03161512064289229,0.4181397929787636,0.0494669086177671,0.08834923058748245,0.031183833934922175
7600,32,0.054206013679504395,0.024772085691074155,0.05929231643676758,0.028340369595830493,0.5782755874097347,0.054574551336147234,0.09088674187660217,0.03110566258432159,0.4263760447502136,0.049994689610914154,0.08777671307325363,0.031102180915951027
7800,32,0.0518343448638916,0.026313997093287887,0.05700957775115967,0.02745031367500525,0.5757051445543766,0.05547118915760506,0.0911475121974945,0.031033415287353393,0.4269118756055832,0.05001704876932038,0.08819764852523804,0.031231231629473395
8000,32,0.05614340305328369,0.026070792571859666,0.06000208854675293,0.027711596199690977,0.5695457793772221,0.05594303867849875,0.09047210216522217,0.03133621343170809,0.4231877699494362,0.04985973352751806,0.08676644414663315,0.031232040114550302
8200,32,0.0520479679107666,0.026906287419456994,0.06182229518890381,0.028621536971136147,0.5744813494384289,0.056709846194187966,0.09753451496362686,0.032136863380075806,0.41952358931303024,0.049424300299341396,0.08497650176286697,0.0306175784438346
8400,32,0.0576627254486084,0.02580144487175533,0.05962264537811279,0.027573075294143906,0.5791827626526356,0.056478254439731965,0.09062141180038452,0.03175151737644627,0.420565128326416,0.05037554022541289,0.0899212583899498,0.03173930059505355
8600,32,0.06193554401397705,0.026059262225825316,0.06403994560241699,0.030090322041474216,0.5702417008578777,0.05480059589448646,0.0939144417643547,0.03233639783723686,0.42392075061798096,0.050172665073571834,0.08940788358449936,0.03128751782599028
8800,32,0.05067861080169678,0.026305447948756132,0.057381629943847656,0.027371973203752255,0.5747649259865284,0.0553438953186438,0.09014683961868286,0.03138435413755768,0.4199398085474968,0.050230424005432255,0.08564705401659012,0.031139123605329562
9000,32,0.05399322509765625,0.026627593374678567,0.06277334690093994,0.029285541915529567,0.5666644610464573,0.054845558713130536,0.09167315065860748,0.031363927217497665,0.41634003818035126,0.049353914298401594,0.08728107064962387,0.031322873520444904
9200,32,0.05666196346282959,0.027706890899035785,0.06273984909057617,0.027456901047543544,0.5709277652204037,0.05569818159020205,0.09045141190290451,0.03159404055440548,0.42025094479322433,0.04914939658174927,0.09051361680030823,0.03201052135764908
9400,32,0.05208408832550049,0.025065725432974157,0.05932211875915527,0.027902848420912476,0.5684721507132053,0.05569173005646076,0.08801643550395966,0.0308940097280759,0.41862936317920685,0.04971732594197832,0.0855991467833519,0.03091337498691592
9600,32,0.05335867404937744,0.026299751904474863,0.058953285217285156,0.02781705260513209,0.573727760463953,0.054566641285053744,0.09092850983142853,0.031467904499360023,0.4213648587465286,0.05027575011229276,0.08621378242969513,0.030669948390802684
9800,32,0.053595900535583496,0.026636027595014572,0.05874204635620117,0.02883178750427453,0.5758364908397198,0.055621655624775015,0.09057586640119553,0.03131350541418199,0.421134389936924,0.05122481671077804,0.08581169694662094,0.03137482941738192
10000,32,0.05741453170776367,0.02756358812939943,0.06201517581939697,0.029970456429230873,0.5721290521323681,0.05586291007772107,0.09107763320207596,0.030980537640866175,0.4249519258737564,0.04968749438984426,0.08540882915258408,0.030692919990794966
10200,32,0.05911862850189209,0.026290683679261996,0.06510162353515625,0.029993461255676087,0.5690511651337147,0.05757531974474764,0.09161512553691864,0.03153886252022245,0.41917838901281357,0.049520794959086595,0.08489618450403214,0.030584825309493104
10400,32,0.05721104145050049,0.026349074038736778,0.06571412086486816,0.028829964389264853,0.56052141264081,0.055315231020826604,0.0920819491147995,0.031512261296636854,0.4157949537038803,0.04961069805438712,0.0883069634437561,0.031304721915593275
10600,32,0.053032636642456055,0.024566304967565848,0.06042802333831787,0.028223270271407398,0.5654913522303104,0.0558268044465729,0.0919506698846817,0.031401015690532025,0.41404055058956146,0.05071675312157578,0.08499410003423691,0.03020218279683525
10800,32,0.046991944313049316,0.02508503848452432,0.05271196365356445,0.02686777034195595,0.5799826420843601,0.05564399468019342,0.08857516199350357,0.0313634999525319,0.41945625841617584,0.04986054273163355,0.08544627577066422,0.030602770886787804
11000,32,0.04199659824371338,0.024331918146906384,0.0536041259765625,0.026591153233672254,0.5708526782691479,0.05472852305334054,0.08695470541715622,0.030666918985201293,0.4222981333732605,0.05064036753170214,0.08547300845384598,0.030759286999730243
11200,32,0.0615617036819458,0.02751697904677801,0.06095433235168457,0.028390832668546025,0.549342442303896,0.05532041055914906,0.08658210188150406,0.03099029042372667,0.4226279631257057,0.04959098996978968,0.08267717063426971,0.03076485270805339
11400,32,0.051668643951416016,0.025260572824186398,0.051761507987976074,0.027102066021212613,0.561378713697195,0.05471579521631769,0.08660825341939926,0.030656493465426635,0.41850126534700394,0.05016591982546457,0.08249060064554214,0.030541340263970936
11600,32,0.05012476444244385,0.0263242534626345,0.05507230758666992,0.026830448865650346,0.5577540658414364,0.055518889660675155,0.08881862461566925,0.030837630753095237,0.41935795545578003,0.04990495508440452,0.08615043014287949,0.031195491937170562
11800,32,0.05270111560821533,0.02549509341221485,0.06004166603088379,0.028673389013876123,0.565385777503252,0.05656105689047993,0.08937899023294449,0.031082292784788086,0.4248480871319771,0.0491198336198431,0.08662340044975281,0.031131663178220317
12000,32,0.04661238193511963,0.02446838603403103,0.05192065238952637,0.026671408419233673,0.5505836121737957,0.05461688846498021,0.08723731338977814,0.03065399364452491,0.41602813452482224,0.05081363294277575,0.0848008245229721,0.030737474853090516
12200,32,0.04894661903381348,0.02555973553799759,0.05117499828338623,0.026208239709775732,0.5675137750804424,0.05607921566417644,0.08649015426635742,0.03095436228619025,0.4217536896467209,0.04976828488896002,0.08278963714838028,0.030536783983027838
12400,32,0.05245625972747803,0.023650290828813144,0.05536794662475586,0.02878192826810794,0.5580522902309895,0.05599001956374985,0.08635275810956955,0.03021070855404332,0.422557957470417,0.049005566020298014,0.08316922187805176,0.030224156032893617
12600,32,0.051586031913757324,0.02510380147417587,0.05602240562438965,0.028085585242876184,0.5597368739545345,0.0552935759466425,0.08869770914316177,0.030925399745333912,0.4201260507106781,0.05033122112759925,0.08191940188407898,0.02987257001844178
12800,32,0.052117228507995605,0.02649674148778609,0.058879852294921875,0.02739595232919756,0.5578363947570324,0.054470937213740446,0.0871020033955574,0.031248239070488428,0.4173857048153877,0.04930816921648287,0.08096213638782501,0.03036723617338586
13000,32,0.049590110778808594,0.02489902131592168,0.05391561985015869,0.027045735635968116,0.5734698362648487,0.05544981300751832,0.08924636244773865,0.03134893003563949,0.41223857551813126,0.04914334962067472,0.08472529798746109,0.030399837463302517
13200,32,0.05756485462188721,0.026017082754857934,0.05997729301452637,0.027894883407553573,0.5595414079725742,0.055400245484636235,0.0851011648774147,0.030580329531985865,0.4224904924631119,0.04933007443390716,0.0834900364279747,0.030498136592483654
13400,32,0.045288681983947754,0.023909043364685818,0.04742288589477539,0.02576202762896512,0.5318297334015369,0.05419961596664909,0.08569332957267761,0.030345371849891035,0.4163046330213547,0.04949373655162397,0.08181725442409515,0.03019106496494879
13600,32,0.045960068702697754,0.0238293034403813,0.05332136154174805,0.02780164592586064,0.5421438775956631,0.05643044504694639,0.08569610118865967,0.030100405889642932,0.41719987988471985,0.0499682553250658,0.08440352231264114,0.030860438494817094
13800,32,0.046303391456604004,0.024865434534990963,0.05186653137207031,0.025657269577454796,0.5399401970207691,0.054662800346695274,0.08587323874235153,0.03057236738917809,0.4105699956417084,0.04855366421128959,0.08099355548620224,0.030441193574184202
14000,32,0.05253803730010986,0.025418796436838646,0.059952497482299805,0.029050099781760666,0.5694216005504131,0.05740525653477494,0.09099927544593811,0.031080456885597595,0.4229568839073181,0.05095713334721245,0.08481713384389877,0.03050461802502304
14200,32,0.04748177528381348,0.024799934074177493,0.05935800075531006,0.02789774519933652,0.5526982434093952,0.05457491611112146,0.08746218681335449,0.030824142775619588,0.4156578779220581,0.04966612107388935,0.0817606970667839,0.030141683245805285
14400,32,0.04142045974731445,0.02429757051294804,0.047559380531311035,0.02521342728701855,0.5445864610373974,0.05533343488246863,0.08306623250246048,0.030477115318763473,0.42117590457201004,0.05030184615433249,0.08206458389759064,0.030054789473905136
14600,32,0.04363584518432617,0.021992478693274028,0.052219271659851074,0.026795798256518434,0.5486748702824116,0.056695179377183005,0.08773723989725113,0.030477961183319125,0.41542982310056686,0.05018984598803619,0.08487867563962936,0.03068561023745149
14800,32,0.04534876346588135,0.024154846064539996,0.05441164970397949,0.027269090833964893,0.5443415753543377,0.05572349950240689,0.08729390799999237,0.030896936610948608,0.4104480445384979,0.049963394130430064,0.08305105566978455,0.03034397662666065
15000,32,0.048110246658325195,0.024171241186661342,0.057535767555236816,0.02819493967624287,0.5357237868010998,0.053807250692299136,0.08223088085651398,0.030279623015151177,0.41299398243427277,0.04897248830954061,0.07765986770391464,0.029692792896698388
15200,32,0.050635576248168945,0.02570676780751752,0.05664479732513428,0.028516362636051732,0.5465199016034603,0.05506973178060739,0.0864078551530838,0.031167159504695105,0.40866226702928543,0.04915299468332552,0.0803910344839096,0.03004019511596407
15400,32,0.04871857166290283,0.024155734011725386,0.055431365966796875,0.02718735673670143,0.5421284921467304,0.055256654691228285,0.08897355943918228,0.030926274560496465,0.4095858782529831,0.04910438071542763,0.08545731753110886,0.03073958505028699
15600,32,0.04371821880340576,0.024102368615429998,0.04947662353515625,0.026492377564353218,0.5367417000234127,0.053725312938387865,0.08458749949932098,0.03024173640923354,0.4170803800225258,0.050217403767292654,0.08321622014045715,0.03042912758810514
15800,32,0.040512800216674805,0.02223784840735259,0.05290520191192627,0.027987013779513303,0.5376878306269646,0.05493152075689611,0.08714589476585388,0.0310329284273722,0.4058322086930275,0.04945149268152908,0.08234138041734695,0.030394446370517338
16000,32,0.04445695877075195,0.023964871488891325,0.05136597156524658,0.027245403367667585,0.530037883669138,0.0541485146571271,0.08896525204181671,0.031385127937898334,0.4169417470693588,0.04915564281984751,0.08409353345632553,0.030203764930381204
16200,32,0.04298710823059082,0.022692042637291406,0.0477372407913208,0.026854515970006997,0.5387036465108395,0.055224346371809674,0.08344919234514236,0.03100557073542947,0.40796488523483276,0.049235707170800155,0.0769137516617775,0.02927531623159813
16400,32,0.045185089111328125,0.023757067628592674,0.04923737049102783,0.025006741075372277,0.5311473645269871,0.054062505051067626,0.0838758572936058,0.030317896888522756,0.4081534743309021,0.04950503579427722,0.07814984768629074,0.029602736674227602
16600,32,0.045720577239990234,0.02429773614897817,0.04931485652923584,0.025481143021904063,0.5258190296590328,0.053252637218465196,0.08335743099451065,0.030416192260827243,0.41119422763586044,0.04997030252155133,0.08106493949890137,0.030238087771562533
16800,32,0.04348933696746826,0.02464181479106117,0.04946756362915039,0.025596506124579463,0.5232107117772102,0.054188716771786744,0.08408443629741669,0.0303322950495556,0.4065839424729347,0.04826281404750071,0.07789608836174011,0.02914982416787984
17000,32,0.04449450969696045,0.023776796588454344,0.053087472915649414,0.026690910221772904,0.5346378050744534,0.05421539063818509,0.08294743299484253,0.030353742377103907,0.40603333711624146,0.0484248859628071,0.07776349037885666,0.02902841585956578
17200,32,0.050810933113098145,0.025774715917195462,0.05357027053833008,0.028234487118343594,0.5249292962253094,0.05397335796516136,0.08388104289770126,0.030648154013208712,0.40818506479263306,0.049058214331166326,0.0787060409784317,0.02953778745476677
17400,32,0.05120849609375,0.02577663108588311,0.05553567409515381,0.027251183136362944,0.5218501575291157,0.05381939034631332,0.08328809589147568,0.029629942077023727,0.41403377801179886,0.049773795925179054,0.08198614418506622,0.03052284117168566
17600,32,0.05166280269622803,0.025555467693447517,0.05922961235046387,0.028516695637534818,0.5293223820626736,0.05384940571707509,0.0836816281080246,0.03058644902699266,0.40741876512765884,0.04868809086114542,0.0786009281873703,0.029554892281785504
17800,32,0.04303181171417236,0.02374220176339965,0.049483537673950195,0.025177349597252062,0.5262760482728481,0.05385111707292928,0.08547946065664291,0.030706167045690305,0.411735400557518,0.04926135239218836,0.07955466955900192,0.02981965176162407
18000,32,0.05307364463806152,0.026024332636284165,0.0565418004989624,0.02793118558941562,0.5131248794496059,0.05208375363214636,0.08118417114019394,0.029358850487061428,0.4085051789879799,0.04998562901226302,0.07840993255376816,0.029919776639322413
18200,32,0.04921436309814453,0.025404780070032752,0.05138981342315674,0.02615106566550382,0.527729656547308,0.05383294485695907,0.08658439666032791,0.0304057219557619,0.4064503088593483,0.04814153254022886,0.07570493221282959,0.02990367361227894
18400,32,0.04433798789978027,0.024547940398733873,0.053032755851745605,0.027122645785076477,0.5185624845325947,0.0550680822780856,0.08293581753969193,0.03052456255163702,0.40736305713653564,0.049877735349990536,0.07744989544153214,0.02907679319018483
18600,32,0.042971014976501465,0.0242525200912053,0.053490400314331055,0.0258022806180361,0.5056676529347897,0.05371606742217031,0.08385899662971497,0.030338328550137676,0.40553227066993713,0.04892290452837943,0.0784856453537941,0.029565362669432497
18800,32,0.040799498558044434,0.022644705708557922,0.051405906677246094,0.027990979434493614,0.5265566743910313,0.056038971606950275,0.08848259598016739,0.03069005039245304,0.405521884560585,0.04962327601842584,0.07865066081285477,0.030113405966182356
19000,32,0.040366530418395996,0.02106277030691583,0.048783302307128906,0.027497858707174815,0.52524384111166,0.05441203604566956,0.0798933207988739,0.029478275753034425,0.4153924733400345,0.050167709000413785,0.0789278969168663,0.02952142628406112
19200,32,0.03674161434173584,0.022571419564251304,0.048673152923583984,0.025171682124924762,0.5190214030444622,0.05395599346942902,0.07982321083545685,0.029845143198652578,0.40114352852106094,0.04983294332623733,0.0746646523475647,0.02897780050954999
19400,32,0.04854536056518555,0.02536301287019827,0.05365908145904541,0.025648714402589833,0.510488148778677,0.052024373278094685,0.08903232961893082,0.030937310761770257,0.4074964001774788,0.048938148850696306,0.07987634837627411,0.02985940532719452
19600,32,0.04717075824737549,0.02583463514157961,0.05408811569213867,0.027956936162573158,0.521532129496336,0.05379870898118492,0.08638467639684677,0.0305100275512213,0.4080493226647377,0.04970427757372552,0.0799495130777359,0.030091978963264526
19800,32,0.05121493339538574,0.026624072894588523,0.05966317653656006,0.026965648869457643,0.5214256905019283,0.05435218755815245,0.08529380708932877,0.030275299831324362,0.4031575098633766,0.04915966325343111,0.07932601124048233,0.029576642837775204
20000,32,0.04268777370452881,0.02401785408917014,0.04932904243469238,0.026543490163521453,0.5157975107431412,0.05185894863770426,0.08078998327255249,0.029537834450914003,0.39867474138736725,0.04899990076390789,0.07566161453723907,0.0294009406947564
20200,32,0.03945505619049072,0.024557165837977134,0.048459529876708984,0.02639501003755415,0.537232305854559,0.054522837233213856,0.08227373659610748,0.030178264612697972,0.4057668671011925,0.048691664036280224,0.08093497157096863,0.029655281541932144
20400,32,0.048919081687927246,0.023905000650247202,0.0612790584564209,0.028298169313185267,0.5190956816077232,0.05380043435262173,0.08557713031768799,0.030283412724087876,0.4096015840768814,0.048620264292120324,0.08212310820817947,0.029823863298738616
20600,32,0.044110655784606934,0.02308338744945513,0.04813861846923828,0.02586465028503814,0.5171378776431084,0.052385504793559315,0.08237190544605255,0.030048514009870998,0.4073590114712715,0.04839059194240322,0.07737840712070465,0.029885918385820602
20800,32,0.03837263584136963,0.022850343977679287,0.04578042030334473,0.025017229749290305,0.5061762109398842,0.05159346640850264,0.08342836797237396,0.03049060829908754,0.3960801735520363,0.048985253699576875,0.07544463127851486,0.02929229160000644
21000,32,0.039610981941223145,0.024587360754443628,0.051836490631103516,0.02622763616891832,0.5115479603409767,0.05413587341876738,0.081218421459198,0.02971842096671417,0.40577438473701477,0.04826815582394535,0.07465965300798416,0.029257320392486963
21200,32,0.04942357540130615,0.02441900982305058,0.057430267333984375,0.027835750683526336,0.51466229185462,0.05348118720521089,0.08426577597856522,0.029921001026072893,0.40169088542461395,0.04813121996703488,0.07848437875509262,0.029960592914662264
21400,32,0.05332052707672119,0.025160888187781855,0.05714678764343262,0.027814771701094677,0.5172669216990471,0.053050223266368775,0.08553061634302139,0.030396011423784258,0.40896379202604294,0.049503005586685314,0.08327076584100723,0.0303848935998586
21600,32,0.04148828983306885,0.023473462305371458,0.0513455867767334,0.025261955483721316,0.5132814347743988,0.054002641270084945,0.08015411347150803,0.02931574548817921,0.40421488881111145,0.048806663744538945,0.07969900220632553,0.029643371608656877
21800,32,0.04311370849609375,0.02398200523188658,0.05295145511627197,0.027427354046521163,0.5184582807123661,0.05433057657165251,0.08654434978961945,0.030831097673602054,0.40507645159959793,0.049033457033223364,0.08324794471263885,0.03017543298815388
22000,32,0.038751959800720215,0.023115783518782313,0.047471046447753906,0.02770783990847714,0.5297210402786732,0.05444513416610404,0.07973840087652206,0.02941483094918016,0.39997583627700806,0.04932711880923863,0.07641807198524475,0.029216135521354675
22200,32,0.035362958908081055,0.023407081162442212,0.041904330253601074,0.023616368390019887,0.5036129578948021,0.05246052461013259,0.08408938348293304,0.030074438186127705,0.39745403081178665,0.0486230786390921,0.07638655602931976,0.029691523675561524
22400,32,0.052321791648864746,0.025391328411383876,0.054544687271118164,0.029193498346650394,0.4908277727663517,0.0535016586850802,0.08248703181743622,0.030228898435942644,0.40505363047122955,0.04939573599017755,0.07952167838811874,0.029706829889576087
22600,32,0.04478919506072998,0.023503887690500953,0.0541682243347168,0.028375665909210163,0.5073186494410038,0.05307641056985764,0.08400028944015503,0.030054642845453176,0.4046613425016403,0.04951530327907269,0.07752392441034317,0.02986669595973247
22800,32,0.0361098051071167,0.023193745110653002,0.041199445724487305,0.02578497467189732,0.5221754498779774,0.05501535073290878,0.08004139363765717,0.030068193242406657,0.4032929465174675,0.049079054540117226,0.07618781179189682,0.02914516490194849
23000,32,0.04316103458404541,0.023958368128710286,0.0485537052154541,0.026200883049108916,0.4991472903639078,0.05225233679352211,0.0837201178073883,0.0304788386819881,0.4054092913866043,0.048740983082894436,0.07908690720796585,0.029153111998912778
23200,32,0.04552900791168213,0.023915748874370826,0.04796314239501953,0.02627774327544585,0.500768668949604,0.05340117072000622,0.08112993091344833,0.02974260544891097,0.40138981491327286,0.04882098567013858,0.0787222683429718,0.029425169773213525
23400,32,0.04355061054229736,0.023394632769227437,0.05017805099487305,0.027719579605773342,0.49575982242822647,0.052027728247172764,0.08175422251224518,0.030284897048336933,0.4066702350974083,0.050480216605794576,0.08028218150138855,0.030182177838365985
