run_id,num_tasks,checkpoint_step,prompt_source,prompt_length,n_samples,n_samples_prior,n_prompts,prompt_idx,dist/ed_vs_baseline_memorising,dist/ed_vs_baseline_generalising,dist/sw_vs_baseline_memorising,dist/sw_vs_baseline_generalising,dist/ed_vs_baseline_misspecified,dist/sw_vs_baseline_misspecified
0m4pu40l,16,150000,generalising,8,100,0,50,20,0.3370221853256225,2.8938122944500053,0.1994071089849196,0.7149164203303219,2.6132752895355225,0.6556840855649604
0m4pu40l,16,150000,generalising,8,100,0,50,21,0.4234893321990967,3.681905410771936,0.1332405170996938,0.745659316775937,3.5999722480773926,0.7261386333033503
0m4pu40l,16,150000,generalising,8,100,0,50,22,3.1661152839660645,2.146480663284417,0.7242072665900277,0.6595256339374836,2.131636142730713,0.6414827606574304
0m4pu40l,16,150000,generalising,8,100,0,50,23,0.3077996969223022,2.7606861419012683,0.0876020548557774,0.6564145404802411,3.3808445930480957,0.6694019287299604
0m4pu40l,16,150000,generalising,8,100,0,50,24,4.023080348968506,1.753549026586145,0.7339252939560714,0.5065345628256397,1.8382627964019775,0.4798456714779163
0m4pu40l,16,150000,generalising,8,100,0,50,25,0.9932247400283812,2.566995596480231,0.3381551448163957,0.6552029643406401,2.6163454055786133,0.6716967859544731
0m4pu40l,16,150000,generalising,8,100,0,50,26,1.092673420906067,1.9348481584128503,0.3757499780458446,0.5957689777832299,1.807413101196289,0.6487110266944183
0m4pu40l,16,150000,generalising,8,100,0,50,27,2.4888784885406494,1.0727461407233798,0.6840483182244977,0.459490171148844,1.0508654117584229,0.4548685641136462
0m4pu40l,16,150000,generalising,8,100,0,50,28,1.107825756072998,2.4319881308297537,0.3947215541396378,0.735469127007962,1.9280741214752195,0.6636618860796127
0m4pu40l,16,150000,generalising,8,100,0,50,29,0.7012587785720825,3.7854268103970217,0.268867108100544,0.801419469348775,3.8931727409362793,0.802877548058232
0m4pu40l,16,150000,generalising,8,100,0,50,30,0.5033071041107178,3.7951898984296513,0.1665076363719391,0.8393624080332139,3.8228759765625,0.8631457152615966
0m4pu40l,16,150000,generalising,8,100,0,50,31,0.1546623706817627,1.835165119241175,0.0603025167748272,0.5110056159961447,2.0703277587890625,0.5267222122282497
0m4pu40l,16,150000,generalising,8,100,0,50,32,2.530834436416626,1.368274105099909,0.6201856573507226,0.4718327789924369,1.5320217609405518,0.4940746960775285
0m4pu40l,16,150000,generalising,8,100,0,50,33,3.3131103515625,2.3833810084518747,0.5683153726954522,0.6567361896840428,2.485307216644287,0.6777389385737607
0m4pu40l,16,150000,generalising,8,100,0,50,34,0.5167178511619568,5.429554938230981,0.161994671562414,1.119376592935583,6.102293968200684,1.2296143113517857
0m4pu40l,16,150000,generalising,8,100,0,50,35,3.933024644851685,2.0404151278740636,0.6375018105151946,0.5945467163798676,2.1016411781311035,0.5812092866941095
0m4pu40l,16,150000,generalising,8,100,0,50,36,2.056638240814209,1.5129354544698188,0.5907465393739473,0.5328044575750212,1.4961161613464355,0.5377985044913032
0m4pu40l,16,150000,generalising,8,100,0,50,37,5.795809268951416,2.798991728241912,1.073503840846859,0.6920605193666123,2.9479546546936035,0.7116467112179398
