step,ed_vs_baseline_memorising_from_prompts_memorising,sw_vs_baseline_memorising_from_prompts_memorising,ed_vs_baseline_generalising_from_prompts_memorising,sw_vs_baseline_generalising_from_prompts_memorising,ed_vs_baseline_misspecified_from_prompts_memorising,sw_vs_baseline_misspecified_from_prompts_memorising,ed_vs_baseline_memorising_from_prompts_generalising,sw_vs_baseline_memorising_from_prompts_generalising,ed_vs_baseline_generalising_from_prompts_generalising,sw_vs_baseline_generalising_from_prompts_generalising,ed_vs_baseline_misspecified_from_prompts_generalising,sw_vs_baseline_misspecified_from_prompts_generalising,delta_vs_baseline_memorising_on_data_memorising,delta_vs_baseline_generalising_on_data_memorising,delta_vs_baseline_misspecified_on_data_memorising,delta_vs_baseline_memorising_on_data_generalising,delta_vs_baseline_generalising_on_data_generalising,delta_vs_baseline_misspecified_on_data_generalising,delta_vs_baseline_memorising_on_random,delta_vs_baseline_generalising_on_random,delta_vs_baseline_misspecified_on_random
12,3.3137013339996337,0.8898075672336909,1.7669358755643365,0.6535026284316965,1.854744131565094,0.6741827320822398,3.112249970436096,0.8626101067988182,1.887780003909989,0.6772995873034274,1.9623168778419495,0.6984827346711168,0.8415510058403015,0.7912865877151489,0.7999847531318665,0.7269902229309082,0.9584608674049377,0.9692659378051758,0.3882548213005066,0.08625948429107666,0.08355522155761719
13,3.3096701288223267,0.8893465621932574,1.7712844250787376,0.6550142547784631,1.8561333560943603,0.6750410493542673,3.1084777784347533,0.8603014671038881,1.838640001325149,0.666194048680796,1.9099369168281555,0.6866875422521234,0.8415545225143433,0.7912889719009399,0.7999861240386963,0.7269583344459534,0.9584345817565918,0.9692392349243164,0.38825297355651855,0.08623909205198288,0.08353513479232788
14,3.2892745971679687,0.8872904275281941,1.7527884867844004,0.6531741631345347,1.837435348033905,0.673177891377282,3.1126722621917726,0.862013446084092,1.8499978348367767,0.6694719223097974,1.9194891595840453,0.6902857460483451,0.8415586948394775,0.7912920117378235,0.7999880313873291,0.7269243001937866,0.9584068655967712,0.969211220741272,0.38825148344039917,0.08621740341186523,0.08351373672485352
15,3.291229591369629,0.8881360652686539,1.7556020209937182,0.6533105872332102,1.8453525924682617,0.6747524341129324,3.108053126335144,0.8588119855422397,1.864089649981521,0.6720996076024605,1.9326096701622009,0.6918387202339247,0.8415637612342834,0.791296124458313,0.7999909520149231,0.7268877029418945,0.9583796262741089,0.9691833853721619,0.3882492184638977,0.08619491010904312,0.08349161595106125
16,3.306436710357666,0.8924874888916235,1.7775520304389487,0.659410057941805,1.8632155084609985,0.6801217587319236,3.1513018226623535,0.8649621812137889,1.886122300546848,0.6763280890238987,1.9562058520317078,0.6971623529304364,0.8415681719779968,0.7912994623184204,0.7999930381774902,0.726848304271698,0.9583501815795898,0.9691534638404846,0.388246089220047,0.08616966754198074,0.08346673846244812
17,3.3281033420562744,0.8908685662586633,1.7925664934806835,0.6584619869742858,1.8789981937408446,0.6797523111009528,3.128196039199829,0.8615712825747059,1.857352195796682,0.6679234667812001,1.927752058506012,0.6892362268207058,0.8415721654891968,0.791302502155304,0.799994707107544,0.726807713508606,0.9583203792572021,0.969123125076294,0.38824206590652466,0.0861431434750557,0.0834406167268753
18,3.3248869705200197,0.894409385676593,1.7788886672535036,0.6589152435983314,1.86462571144104,0.6796192812017142,3.102753715515137,0.8565267800542127,1.8442822541257247,0.6652614141899353,1.9139011216163635,0.6857427398208426,0.8415756225585938,0.7913047075271606,0.7999955415725708,0.7267658710479736,0.9582890272140503,0.9690911769866943,0.38823872804641724,0.08611589670181274,0.08341377973556519
19,3.328537969589233,0.8960432403884425,1.7902906371016178,0.6616307358317942,1.8755278515815734,0.6820707264266956,3.1075517463684084,0.8608479732210234,1.8722789659461363,0.6731354800828196,1.9463072419166565,0.694649204144973,0.8415817618370056,0.7913099527359009,0.7999992966651917,0.7267229557037354,0.9582599401473999,0.9690614342689514,0.38823646306991577,0.08608792722225189,0.08338627964258194
21,3.3036233377456665,0.8875183198806654,1.7609982855577635,0.6528228109793591,1.8486817073822022,0.6738086046465098,3.1030713510513306,0.8588109618277852,1.8793742182945468,0.6728761622889559,1.9468418645858765,0.693211122567278,0.8415945172309875,0.7913212776184082,0.8000074028968811,0.7266302108764648,0.9581968188285828,0.9689971208572388,0.388225257396698,0.08602507412433624,0.0833243802189827
22,3.312183904647827,0.8869797955290766,1.7584810142924647,0.6519344794636504,1.8479704403877257,0.6731976570754733,3.1193801164627075,0.8584935048379791,1.893312015301903,0.6739623193575969,1.9610574769973754,0.6933146031706806,0.8415987491607666,0.7913247346878052,0.8000091910362244,0.7265793681144714,0.9581612348556519,0.9689609408378601,0.38821372389793396,0.08598928898572922,0.08328907936811447
23,3.3028085136413576,0.8878265904541621,1.775288446605597,0.6556853570871585,1.8616860270500184,0.6766038371066873,3.1133836364746093,0.8573751999825363,1.8596071873123992,0.6709657902370227,1.9330792093276978,0.6923592274662167,0.8416005969047546,0.7913256287574768,0.8000082969665527,0.726527214050293,0.9581235647201538,0.9689226746559143,0.3881983757019043,0.0859505832195282,0.08325086534023285
25,3.3071482229232787,0.8828888041688998,1.7724082378510853,0.652022203112499,1.8573576831817626,0.6725395297772235,3.1191085815429687,0.8574850477740346,1.8618723930396106,0.6681409080645909,1.9322162699699401,0.6885737988352878,0.8416124582290649,0.7913351655006409,0.8000142574310303,0.7264208793640137,0.9580472707748413,0.9688451886177063,0.38817036151885986,0.08587081730365753,0.08317217975854874
26,3.340304288864136,0.8896095130314332,1.8018108301424525,0.6585016097581053,1.8870839118957519,0.6787724501937404,3.1334755706787107,0.8580252988567973,1.8970021289536654,0.6732071378684948,1.9700300407409668,0.6951159788624288,0.8416190147399902,0.7913405895233154,0.8000178337097168,0.7263668775558472,0.9580105543136597,0.9688076972961426,0.38815516233444214,0.08582989126443863,0.08313184231519699
28,3.3319500303268432,0.8888587694009688,1.7907333144155428,0.6574410575299477,1.8768104672431947,0.6779574798842535,3.1226639890670778,0.8545866476248914,1.8477783945517026,0.6633741255141891,1.9170835375785829,0.6841912214786388,0.8416310548782349,0.7913504838943481,0.8000236749649048,0.7262582778930664,0.9579387307167053,0.9687342643737793,0.3881185054779053,0.08574548363685608,0.08304865658283234
30,3.3337490701675416,0.8871312159411201,1.7992885970475234,0.656954423745411,1.883837389945984,0.6770724426236211,3.1094779443740843,0.8535633847163925,1.8852483345694635,0.6726269270786512,1.9544351935386657,0.6925999241778991,0.8416523933410645,0.7913695573806763,0.8000384569168091,0.7261452078819275,0.9578672647476196,0.968661367893219,0.38808396458625793,0.08565530180931091,0.08295977115631104
32,3.307083487510681,0.8836928017304413,1.7735423549228397,0.6502088426097761,1.8601255917549133,0.6704495437898589,3.1294761753082274,0.8557525490125494,1.8746853387296347,0.669430787097309,1.9476339030265808,0.6906563049182026,0.8416708707809448,0.7913864850997925,0.8000510931015015,0.7260189652442932,0.957789421081543,0.9685819149017334,0.38803932070732117,0.08555027842521667,0.0828562080860138
34,3.299560546875,0.8785007690814551,1.7681363517984283,0.6485272012904316,1.8517646789550781,0.6684570999652142,3.0989932155609132,0.8468273420411448,1.8637869297393872,0.6627062821446892,1.9302932620048523,0.6826083726095399,0.8416803479194641,0.7913942337036133,0.8000544905662537,0.7258897423744202,0.9577107429504395,0.968501627445221,0.3879845440387726,0.08543414622545242,0.08274167031049728
36,3.3033480501174926,0.8799432035422796,1.7590753678601372,0.645862260858258,1.8450365924835206,0.6669560118030387,3.126354289054871,0.8514925499992054,1.8728560953345699,0.6650776285958178,1.9453597664833069,0.6861623999535975,0.8416754007339478,0.7913881540298462,0.8000439405441284,0.7257547974586487,0.9576302766799927,0.9684197902679443,0.3879085183143616,0.08530241996049881,0.08261172473430634
38,3.328047218322754,0.881856595115452,1.785304760571921,0.6517074569723503,1.8768410301208496,0.6728349039501031,3.144958438873291,0.8524065574037009,1.894982212053963,0.6694450583791304,1.9693546056747437,0.6910845451555417,0.841657817363739,0.7913699150085449,0.8000208139419556,0.7255977392196655,0.9575364589691162,0.9683243632316589,0.38780534267425537,0.08514975011348724,0.08246082812547684
40,3.3234846639633178,0.878007698216349,1.7785181297429333,0.6487821078474357,1.8669972181320191,0.6694161348545518,3.089654817581177,0.8429366162842297,1.8555426097497014,0.6610291679323568,1.9266013622283935,0.6824264810849026,0.8416234254837036,0.7913329601287842,0.7999792098999023,0.7254397869110107,0.9574369192123413,0.9682232141494751,0.3876899778842926,0.08498480916023254,0.08229780942201614
43,3.3103020906448366,0.8752074581662651,1.7816729507283515,0.6479232328217026,1.8681362223625184,0.6689242229902749,3.1287662506103517,0.8476661250890015,1.8794371820279319,0.6620969177763238,1.9489587473869323,0.682626052677777,0.8415656685829163,0.7912725806236267,0.7999117374420166,0.7251906991004944,0.9572951197624207,0.9680789709091187,0.3875037729740143,0.08472335338592529,0.08203951269388199
46,3.3082179403305054,0.8727058329711243,1.7831060166910877,0.6477295888407592,1.8746070384979248,0.6700455115414554,3.158963541984558,0.8492962158546632,1.8799201570532023,0.6629521399884394,1.953054232597351,0.684057595190895,0.8414859771728516,0.7911902666091919,0.7998219728469849,0.7249372005462646,0.9571497440338135,0.9679314494132996,0.38727864623069763,0.08443927019834518,0.08175867050886154
49,3.3237698793411257,0.8706215170030116,1.7862868074188214,0.645110946119804,1.8764391374588012,0.6667090368082165,3.1154934883117678,0.8388516667482689,1.8808687428583404,0.6609189542620656,1.9600126647949219,0.6836685701184159,0.8413716554641724,0.7910743355751038,0.7996982932090759,0.7246737480163574,0.9570044279098511,0.9677843451499939,0.3870062828063965,0.08412182331085205,0.08144475519657135
52,3.304318752288818,0.8624340004467139,1.7841335037211172,0.6423312288848015,1.8735686922073365,0.6644135176031534,3.152115979194641,0.8402423093898271,1.8636471024231391,0.655042066430401,1.9336519384384154,0.6769519985394713,0.8411760926246643,0.7908796668052673,0.7994963526725769,0.7243534326553345,0.9568138122558594,0.9675913453102112,0.3866458535194397,0.08374436944723129,0.08107087761163712
55,3.329575047492981,0.8636611823391377,1.7812939725509307,0.6402811840791408,1.8722487092018127,0.6622808734133224,3.14097629070282,0.8357186962463773,1.8823135663304122,0.656501779757859,1.954443438053131,0.6781025558253959,0.8408840894699097,0.7905863523483276,0.7991964221000671,0.7239907383918762,0.9565689563751221,0.9673442840576172,0.3862169682979584,0.08330988138914108,0.08064012229442596
58,3.338153462409973,0.8630560323193373,1.8134062782264186,0.644544409956417,1.9020055198669434,0.6659577764585655,3.143730707168579,0.8318203505816146,1.8945590424773702,0.655024463572476,1.9676518058776855,0.677153537808026,0.8404741883277893,0.790171205997467,0.7987754344940186,0.7235974669456482,0.9562726616859436,0.9670460820198059,0.385720431804657,0.0828218013048172,0.08015569299459457
62,3.338086152076721,0.8588762561560143,1.8021830500432656,0.6410478415685812,1.8932035374641418,0.6622408029958955,3.167671632766724,0.8329998857557185,1.9099160438476814,0.659146083419939,1.9853175330162047,0.6822784280070014,0.8398362398147583,0.7895245552062988,0.7981231212615967,0.7230361700057983,0.9558254480361938,0.9665963649749756,0.3849855363368988,0.08208754658699036,0.07942617684602737
66,3.3404891014099123,0.8486078146916418,1.807860435885647,0.6333696931368628,1.9020254039764404,0.6556272994222851,3.1402508640289306,0.8230274787368415,1.9143339410764182,0.654681928387053,1.98359849691391,0.6754398358743172,0.8391516208648682,0.7888271808624268,0.7974216938018799,0.7224737405776978,0.9553573727607727,0.9661263227462769,0.38426148891448975,0.08133311569690704,0.07867579162120819
70,3.3547525453567504,0.8469323379826149,1.8175671972476695,0.6337900228161477,1.9097328495979309,0.6558629119624817,3.140976629257202,0.8174424777189943,1.9215856765538009,0.6513947836676631,1.9936575818061828,0.6718094216150964,0.8383760452270508,0.7880344390869141,0.7966264486312866,0.7219201922416687,0.9548773169517517,0.965644359588623,0.38352763652801514,0.080569788813591,0.07791593670845032
74,3.359011368751526,0.840602864736874,1.826064748325553,0.6304254135453625,1.920598030090332,0.6531839919667578,3.125943074226379,0.8085654098163744,1.909442078251788,0.6462537955043638,1.9861718344688415,0.6684323795419044,0.8375847935676575,0.7872276306152344,0.7958177328109741,0.7213836312294006,0.9544329643249512,0.9651986360549927,0.3827928304672241,0.07982229441404343,0.07717149704694748
79,3.3643892669677733,0.8329585061149481,1.8382141842495197,0.6282380453116096,1.9321726512908937,0.6515170131994569,3.172914505004883,0.8084601650467795,1.9219679505489247,0.6434262369354797,1.9986703181266785,0.6659588697175793,0.8364509344100952,0.7860652208328247,0.7946557998657227,0.72074294090271,0.9538044333457947,0.9645704030990601,0.3818170726299286,0.07890603691339493,0.07625677436590195
84,3.3692566537857056,0.8271827839768594,1.8439904842392953,0.6264435197637329,1.9394769287109375,0.6496746331084663,3.1790317821502687,0.8019597116563915,1.9390624045856197,0.6420469986453996,2.0155691361427306,0.6649012583356405,0.8353579640388489,0.7849409580230713,0.7935331463813782,0.7201921939849854,0.9531980156898499,0.9639674425125122,0.3808741569519043,0.0780521109700203,0.07540322840213776
89,3.395585689544678,0.8227019552647883,1.858438688050892,0.6255959296863272,1.9548007893562316,0.6494282495011846,3.181523532867432,0.7907951692742009,1.94438612806212,0.6352381956711282,2.021774616241455,0.6579529937224677,0.8343356251716614,0.7838793992996216,0.7924747467041016,0.7197812795639038,0.9526479244232178,0.9634232521057129,0.380069375038147,0.0772746205329895,0.07462521642446518
94,3.4202177810668943,0.8160026231350337,1.8894316700948866,0.6223438135904984,1.9848288011550903,0.6463501929160054,3.204804997444153,0.7874808017402917,1.9700125663614287,0.6363806008600682,2.0456903529167176,0.6584732835915291,0.8334181308746338,0.7829209566116333,0.7915215492248535,0.7194932103157043,0.9521899223327637,0.9629729986190796,0.3793967366218567,0.07659934461116791,0.07394826412200928
100,3.4215123462677,0.8058658115485656,1.890045653465633,0.6184508392975675,1.9842045974731446,0.6417057710950687,3.237826271057129,0.7799912559276204,1.9941531683008618,0.6333122957865129,2.0730890607833863,0.6573264869935571,0.832455039024353,0.7819145917892456,0.790524959564209,0.719275176525116,0.9517194032669067,0.962512731552124,0.37875670194625854,0.07590167224407196,0.07324720174074173
106,3.4603225922584535,0.801836330140215,1.9045129958318676,0.615023957541996,2.005406174659729,0.6402636557201205,3.2548199987411497,0.7719184425231443,2.0263556785885406,0.6342675650291918,2.104257035255432,0.6576073119084204,0.8316692113876343,0.7810955047607422,0.7897154092788696,0.7192039489746094,0.9513410329818726,0.9621458649635315,0.37819674611091614,0.07537629455327988,0.07271774858236313
113,3.464134867191315,0.7913173374555472,1.9157189252911095,0.6126714873543508,2.0173547983169557,0.6384343029178879,3.261112725734711,0.7658074865379806,2.0166570151666274,0.6266218839089917,2.099660952091217,0.650857844287247,0.8311024904251099,0.7804885506629944,0.7891150712966919,0.7192375659942627,0.9509917497634888,0.9618085622787476,0.37777814269065857,0.07500029355287552,0.07233677059412003
120,3.48199408531189,0.7842966022450463,1.9400470697795416,0.6111582016521573,2.0396547317504883,0.6360480095865335,3.2777250719070437,0.755278788952827,2.041362027550459,0.6256841898687638,2.1248643040657043,0.6507033312652607,0.8305822610855103,0.7799440622329712,0.7885760068893433,0.7193140387535095,0.9507453441619873,0.9615735411643982,0.3773692846298218,0.07468318194150925,0.07201454788446426
127,3.497920739650726,0.7801036015867016,1.9526099283723584,0.6106285803884031,2.0564233827590943,0.636386108196393,3.304557673931122,0.7535195206983272,2.0757379996157717,0.6281542028602773,2.1598007893562317,0.6526643706479912,0.8301810026168823,0.7795354723930359,0.7881724834442139,0.7193590402603149,0.9505675435066223,0.9614040851593018,0.3770495653152466,0.07442760467529297,0.0717550665140152
135,3.5175481843948364,0.774713390169997,1.9777756929509769,0.6105564549138448,2.0808478927612306,0.6365029360794783,3.3212374472618102,0.7482080950309147,2.086051196080085,0.625454386779471,2.1713435292243957,0.6503914355017436,0.8296125531196594,0.7789806127548218,0.7876220941543579,0.7194169163703918,0.9504488706588745,0.9612935185432434,0.37666699290275574,0.0742054283618927,0.07152904570102692
144,3.5391175603866576,0.7692939477556132,1.993790761465358,0.6093327794447113,2.098404812812805,0.6359854239232962,3.335444993972778,0.7437370158366674,2.0908363886968058,0.6233349389904942,2.1743248820304872,0.6482769085376416,0.8289953470230103,0.7783970236778259,0.7870438098907471,0.7194303274154663,0.950376570224762,0.9612271785736084,0.3762989044189453,0.07398228347301483,0.07130371034145355
153,3.5451689052581785,0.7656966386696861,2.0089718142197275,0.6094112190304254,2.1129553365707396,0.6353265788910183,3.3325746417045594,0.7366900952049007,2.093719406694119,0.6201741348476593,2.177845871448517,0.6444860764876236,0.8283765912055969,0.7778164148330688,0.786469042301178,0.719459056854248,0.9503341913223267,0.9611890912055969,0.3759630024433136,0.07379946112632751,0.07111785560846329
162,3.5662997913360597,0.761389576429804,2.021787971728258,0.607644991530401,2.128327932357788,0.634723982959201,3.3571571636199953,0.7357461080561738,2.1388374036021562,0.6259804345953327,2.2209396529197694,0.6498978671872874,0.8279153108596802,0.7773802280426025,0.7860373258590698,0.7194242477416992,0.9502286911010742,0.9610864520072937,0.37583619356155396,0.07369594275951385,0.07101313769817352
172,3.5855394172668458,0.7590218881215843,2.0362366184650758,0.6082864799383919,2.1432916784286498,0.6355842959185738,3.361472098827362,0.7330392552025137,2.135478997881698,0.62437728923165,2.2197336173057556,0.6488190243017367,0.8272916078567505,0.776797890663147,0.7854587435722351,0.7193001508712769,0.9500847458839417,0.9609436392784119,0.37555116415023804,0.07364144176244736,0.07095853239297867
183,3.5961617612838745,0.7547271546493849,2.0567791038279606,0.6089692554775163,2.1639492607116697,0.6362525334773792,3.3877288246154786,0.7282282172817582,2.1668351172377776,0.624875838881744,2.2499847388267518,0.648771892030545,0.8263504505157471,0.7759277820587158,0.7845897674560547,0.7190464735031128,0.9499267935752869,0.9607864618301392,0.375054270029068,0.07361698150634766,0.07093581557273865
194,3.6041416096687318,0.7515663614634046,2.0548616956037544,0.6065226170999479,2.1626540279388426,0.6338838504265147,3.376763949394226,0.7251787502140941,2.1509402962150648,0.6204804329512157,2.233643186092377,0.6452106042452498,0.8251598477363586,0.774813711643219,0.7834798693656921,0.7188283205032349,0.9498389363288879,0.960693895816803,0.37450018525123596,0.07355013489723206,0.07086817175149918
206,3.60349995136261,0.7478709617197401,2.061523815462242,0.6058027141038612,2.1671157264709473,0.6327573944198285,3.3905648159980775,0.7230105464464808,2.165791533671855,0.6214213774406597,2.2499583649635313,0.6464307278779583,0.8236398696899414,0.7733966112136841,0.7820610404014587,0.7184712290763855,0.9496257305145264,0.9604788422584534,0.3738684356212616,0.07354417443275452,0.07086629420518875
219,3.605149674415588,0.7462843174048824,2.064472307963021,0.6052051115936911,2.1753684282302856,0.6335116819430656,3.4057576489448547,0.7224862795610727,2.170933681013358,0.6208008095540603,2.2574363565444946,0.6457488387664111,0.8215234279632568,0.7714337110519409,0.7800881266593933,0.7176389694213867,0.9489855766296387,0.9598371982574463,0.37298068404197693,0.07354634255170822,0.07087507843971252
232,3.6033095121383667,0.7441411099581485,2.0637381294840575,0.604754558720922,2.175909552574158,0.6329620635442734,3.393074915409088,0.7175967674684246,2.175671896542914,0.6196925816568423,2.262002522945404,0.6441841662896202,0.8181588053703308,0.7682510614395142,0.776890754699707,0.716579020023346,0.948096752166748,0.9589414000511169,0.37175890803337097,0.07364096492528915,0.07097691297531128
247,3.622388734817505,0.7435254397920277,2.0814366467797702,0.6061747177988975,2.192472610473633,0.634601988611957,3.41944815158844,0.7213106764447847,2.1905982055739592,0.6235072064413135,2.276400742530823,0.6479569499447306,0.8123591542243958,0.7627411484718323,0.7713598608970642,0.7142249345779419,0.9458724856376648,0.9566981792449951,0.3703269362449646,0.07359899580478668,0.07094572484493256
262,3.615026400089264,0.7402185863815078,2.076528670875352,0.6039983705081579,2.1854100751876833,0.6320320893289813,3.42439964056015,0.7193139247817915,2.212743414889916,0.6243821306457386,2.298922040462494,0.6495104811862289,0.8023313283920288,0.7530511617660522,0.7616409063339233,0.709740161895752,0.9403427839279175,0.9511393904685974,0.36857807636260986,0.07364774495363235,0.07101576030254364
278,3.608807463645935,0.7402976298091671,2.074912988169909,0.6045158868536386,2.1862703561782837,0.6328256209391353,3.417458143234253,0.7172800070804203,2.1736533525332598,0.6184749163472454,2.2608414554595946,0.6429631777634047,0.7790359258651733,0.7302080392837524,0.7387480735778809,0.6954942345619202,0.92093825340271,0.931642472743988,0.3667536973953247,0.07294080406427383,0.07035628706216812
295,3.484844560623169,0.727845170874808,1.9480996727906839,0.5860730621291237,2.0586121177673338,0.6138279573533235,3.341707561016083,0.7126756085113918,2.0810627407802578,0.6054001877106026,2.166441276073456,0.6297963940100252,0.6763282418251038,0.6285969018936157,0.6368756890296936,0.6226793527603149,0.8069730997085571,0.81732577085495,0.36228758096694946,0.069157175719738,0.06674850732088089
314,2.950910065174103,0.6907408812849306,1.456474182825837,0.5103657714464734,1.5740371608734132,0.5401064901128628,2.9998466563224793,0.6997722926218748,1.6207770728668212,0.5409456275018846,1.7162817406654358,0.568070634491741,0.4601932764053345,0.4143068790435791,0.42235228419303894,0.5382158160209656,0.5604853630065918,0.5699089765548706,0.3531438410282135,0.06307228654623032,0.061436668038368225
333,2.833664438724518,0.6723021266769252,1.3312976543760313,0.483903694355051,1.4505778002738952,0.515676863793206,2.897034661769867,0.6830669467767849,1.4537522605744584,0.5073874002029594,1.552046058177948,0.5365195608642717,0.375882625579834,0.3312379717826843,0.33872097730636597,0.5093335509300232,0.4556798040866852,0.46507662534713745,0.3515280485153198,0.057775259017944336,0.05659586936235428
354,2.73546240568161,0.6539575718923284,1.2240703412898821,0.4599665090726887,1.3451845097541808,0.4931899745749896,2.920057351589203,0.6833662897208419,1.3921934176610977,0.49456945389197465,1.491565556526184,0.523289199629437,0.31983014941215515,0.2762019634246826,0.28372058272361755,0.49919381737709045,0.3910415768623352,0.4003298580646515,0.34958234429359436,0.056223850697278976,0.0554521419107914
375,2.641641082763672,0.6418648297694339,1.1863447411601478,0.4500407771318008,1.3052359342575073,0.48252980593868494,2.894443027973175,0.6805136837993753,1.3467404083705192,0.4836732474765151,1.4495089960098266,0.5130863758034755,0.290829062461853,0.24701134860515594,0.25453829765319824,0.49807894229888916,0.3522493243217468,0.3612534701824188,0.3476591408252716,0.05553591996431351,0.055000945925712585
399,2.643826653957367,0.6391179962541309,1.1684100047120591,0.44833001180310766,1.2894722104072571,0.48288538457061264,2.8906831693649293,0.6770392484673171,1.3419306645150033,0.4851457989317413,1.4411531805992126,0.5145305067471204,0.27220577001571655,0.22841808199882507,0.23590824007987976,0.505592405796051,0.34332284331321716,0.35235774517059326,0.35094016790390015,0.05773727968335152,0.05742008611559868
