step,ed_vs_baseline_memorising_from_prompts_memorising,sw_vs_baseline_memorising_from_prompts_memorising,ed_vs_baseline_generalising_from_prompts_memorising,sw_vs_baseline_generalising_from_prompts_memorising,ed_vs_baseline_misspecified_from_prompts_memorising,sw_vs_baseline_misspecified_from_prompts_memorising,ed_vs_baseline_memorising_from_prompts_generalising,sw_vs_baseline_memorising_from_prompts_generalising,ed_vs_baseline_generalising_from_prompts_generalising,sw_vs_baseline_generalising_from_prompts_generalising,ed_vs_baseline_misspecified_from_prompts_generalising,sw_vs_baseline_misspecified_from_prompts_generalising,delta_vs_baseline_memorising_on_data_memorising,delta_vs_baseline_generalising_on_data_memorising,delta_vs_baseline_misspecified_on_data_memorising,delta_vs_baseline_memorising_on_data_generalising,delta_vs_baseline_generalising_on_data_generalising,delta_vs_baseline_misspecified_on_data_generalising,delta_vs_baseline_memorising_on_random,delta_vs_baseline_generalising_on_random,delta_vs_baseline_misspecified_on_random
3885,1.2521178805828095,0.3632767011226662,0.587174910372571,0.2918478444892284,0.6993939208984375,0.32917848538290473,2.703555145263672,0.5769776962513634,1.1783757836804396,0.41534432573157937,1.2966865396499634,0.4479815866297578,0.06111760437488556,0.032901402562856674,0.03770367056131363,0.43915632367134094,0.22955986857414246,0.2369411289691925,0.3407689034938812,0.04345884919166565,0.04541362449526787
4000,1.2757588696479798,0.36242589673289766,0.5995144431234881,0.2971456810001025,0.7069254112243653,0.3306415803663649,2.696486566066742,0.5695180737513457,1.2043241868619545,0.4178575372509768,1.3275772714614869,0.4514658088009518,0.059098221361637115,0.031215116381645203,0.03587762266397476,0.4377261698246002,0.24017536640167236,0.24747608602046967,0.337054044008255,0.04157601296901703,0.043191343545913696
4125,1.2184927713871003,0.3617633419766743,0.5844222127290684,0.2922525781799058,0.6858162355422973,0.3281188230672059,2.7055683338642122,0.5764406041958317,1.197318360328302,0.4182661348940054,1.315867555141449,0.45168078960565433,0.05857668071985245,0.03160146623849869,0.036168310791254044,0.44014763832092285,0.24116358160972595,0.2486249804496765,0.3383534550666809,0.041127078235149384,0.04275229573249817
4379,1.1767163276672363,0.34896952646561774,0.578280215456149,0.29133458422865394,0.6876015520095825,0.3276428680045309,2.6818510484695435,0.568961639434368,1.2229384065330378,0.42549440423665963,1.343083257675171,0.45841954548797936,0.05751102417707443,0.03190529718995094,0.03663094341754913,0.4294660985469818,0.2521986961364746,0.2594866454601288,0.33880162239074707,0.044759344309568405,0.04692067950963974
4500,1.1723281288146972,0.34817333914485504,0.5841655729195844,0.2932685037309169,0.6861335492134094,0.3278380481233054,2.6657323455810547,0.5675755741458262,1.2191016211521244,0.42030139321141485,1.3372125363349914,0.453813500286142,0.057082537561655045,0.03172515705227852,0.03637189045548439,0.4270544648170471,0.25124698877334595,0.25866588950157166,0.3344501554965973,0.04539508745074272,0.04732849448919296
4650,1.1428290152549743,0.34085814732892705,0.5907684110545685,0.29209346172972844,0.6945761823654175,0.3271177492499636,2.666631156206131,0.5673131343265045,1.235807351922199,0.4240420660362077,1.3531024765968322,0.4563443675367161,0.05642739683389664,0.031810127198696136,0.036284517496824265,0.4239453673362732,0.2597772479057312,0.2673003673553467,0.3386731743812561,0.04453707113862038,0.046566590666770935
4937,1.0661757946014405,0.3288020008713277,0.5901966153183629,0.2926039850924317,0.6904200935363769,0.327585273671061,2.6240223062038424,0.5606753414995983,1.2616669257558717,0.4288956761846162,1.3835195708274841,0.463429543523566,0.05508341267704964,0.032315559685230255,0.03680071979761124,0.4223291575908661,0.2780722677707672,0.28606945276260376,0.33598482608795166,0.04563237726688385,0.047703538089990616
5000,1.0915425646305084,0.331363732709972,0.6126824904686541,0.2977707775664802,0.7156628751754761,0.3335224444914393,2.6274473071098328,0.558520645974316,1.2857473774686283,0.4331270248426062,1.4057886409759521,0.46682489321501164,0.05511912703514099,0.031209617853164673,0.035570017993450165,0.42143091559410095,0.27260762453079224,0.2802073359489441,0.3363954424858093,0.044451888650655746,0.046492841094732285
5242,1.046587861776352,0.3234011003391867,0.6092945250543724,0.2975540882471719,0.7069821381568908,0.3321380983558542,2.613696976900101,0.5589080685327775,1.2950967460617906,0.4349925499258082,1.4094910264015197,0.4670822705408851,0.05259634181857109,0.032746024429798126,0.03712169826030731,0.4157584309577942,0.2845398485660553,0.2924179434776306,0.3323981463909149,0.04687868803739548,0.04894888401031494
5500,1.053225269317627,0.32409090656930784,0.6324171602803762,0.30326806678169704,0.7216215085983276,0.3342617226362487,2.6141530537605284,0.5578548222289548,1.3115368483458545,0.4377339232555475,1.4208658695220948,0.4696653640608316,0.05218005180358887,0.03144583851099014,0.03585486114025116,0.41237539052963257,0.2839917540550232,0.29181522130966187,0.3346058428287506,0.04597851634025574,0.048093732446432114
5565,1.0132814502716065,0.31189626180375596,0.6328482768328307,0.3018831074353386,0.7329137206077576,0.3355748453086907,2.6133504092693327,0.5524597062251089,1.3430363304407802,0.4416679254524157,1.448341543674469,0.4717178175804105,0.05164472386240959,0.031565941870212555,0.03585508093237877,0.41335779428482056,0.29424741864204407,0.30220526456832886,0.3324916958808899,0.046338703483343124,0.04841020703315735
5909,0.9697475612163544,0.3013050393280443,0.6513487205928389,0.3063948208435788,0.7470692968368531,0.33856134669937804,2.594577980041504,0.5490043982589583,1.336031769193396,0.43936186693989937,1.4500178980827332,0.4717994651909309,0.04973062127828598,0.03080420009791851,0.0350412055850029,0.4110570251941681,0.2989892363548279,0.30708184838294983,0.33367282152175903,0.04522514343261719,0.04712827876210213
6000,0.9729207789897919,0.29765290475853434,0.6788732465623706,0.31221186621019187,0.7722366237640381,0.3437094946030817,2.578720368146896,0.5438467217876921,1.3806231846893422,0.4479665520730839,1.495201337337494,0.48046878667142473,0.050295036286115646,0.03117767535150051,0.03555721789598465,0.40914976596832275,0.3024522066116333,0.3104177713394165,0.3309329152107239,0.04251358285546303,0.04421396553516388
6273,0.9597547364234924,0.2978350072325111,0.6613379673552295,0.30753220892122246,0.7467960286140441,0.33765881600597786,2.5297731018066405,0.5395204356380657,1.3972607063367597,0.45193988136351604,1.5067464804649353,0.4834595729196578,0.048135388642549515,0.03200811520218849,0.03615451976656914,0.4060916304588318,0.31494081020355225,0.32319316267967224,0.3294452726840973,0.0469009093940258,0.04871828854084015
6500,0.9475640958547592,0.29607815462538956,0.668576562438823,0.31033775457721163,0.7642394781112671,0.342977667366196,2.5598950254917145,0.5442002699005284,1.3750316120547896,0.44699905963581144,1.479079496860504,0.47778210715361413,0.04787379130721092,0.031300805509090424,0.035502996295690536,0.40098798274993896,0.3087926208972931,0.31683140993118286,0.3311365842819214,0.0483730211853981,0.050352200865745544
6661,0.942219842672348,0.28713758208640366,0.6758280652395667,0.31016772417172356,0.7706217455863953,0.3416699444596786,2.5343353259563446,0.5315921895419868,1.430050279862436,0.45593233706742003,1.5377055668830872,0.48597649197007586,0.04669605568051338,0.031330764293670654,0.03551899269223213,0.4028223156929016,0.32190898060798645,0.3299712836742401,0.3313174843788147,0.04561975970864296,0.04713977128267288
7000,0.9052061104774475,0.28328819725270127,0.701153552580651,0.31393277365972866,0.7921598744392395,0.345162923617968,2.544263244867325,0.5409605626423543,1.4441512858602337,0.45996366210842865,1.5582824540138245,0.49196957002864666,0.04502657800912857,0.03204604610800743,0.03629222512245178,0.40135329961776733,0.3214634954929352,0.3299151062965393,0.3291150629520416,0.04753109812736511,0.04931214451789856
7072,0.8723051428794861,0.2765034853898722,0.7019464867549761,0.3147313295360872,0.7990465116500854,0.34833560809117514,2.523765667676926,0.5373692559125419,1.4382174655824542,0.45876441888087166,1.5466742420196533,0.4904754176562377,0.04489418864250183,0.0319879949092865,0.036050934344530106,0.4025452435016632,0.3227965831756592,0.3314732015132904,0.33080723881721497,0.050752412527799606,0.05253341421484947
7500,0.8626289838552474,0.27240353756325414,0.7056666695276763,0.3168996442703607,0.8020197224617004,0.3484710612321995,2.5172068059444426,0.5342047188215345,1.4807279589759434,0.4680417234131848,1.5822931551933288,0.4980970798622682,0.043060302734375,0.031658757477998734,0.03586022928357124,0.39761295914649963,0.33730781078338623,0.34600409865379333,0.33803650736808777,0.05453449860215187,0.056784987449645996
7508,0.8987454503774643,0.27486126507160563,0.7089601261765432,0.3151430599468442,0.8079771614074707,0.34754528226193604,2.5229820001125334,0.5324769683090383,1.4577214769040918,0.46269967628830566,1.5642835640907287,0.4930663819958797,0.04377489909529686,0.03113640286028385,0.03546266630291939,0.39842402935028076,0.33443892002105713,0.34309858083724976,0.3318966329097748,0.04909751936793327,0.050995394587516785
7972,0.8267777115106583,0.26861149853215893,0.7246214370009223,0.3218237205357234,0.8103657531738281,0.35120738507820287,2.517388929128647,0.5402438030992145,1.4846961219754926,0.46927126187064394,1.588801383972168,0.500036520325305,0.04247424006462097,0.03151256963610649,0.035579316318035126,0.40451687574386597,0.34496307373046875,0.35345879197120667,0.3347565829753876,0.05236378684639931,0.054404426366090775
8000,0.8149600630998611,0.26691676531222003,0.738219479319427,0.3245081574590983,0.8276271796226502,0.3549059699389759,2.4698200011253357,0.5337472813710213,1.482165086719677,0.4689473350197852,1.5903172588348389,0.5010096787390799,0.04213099181652069,0.03132897615432739,0.03554275259375572,0.39870011806488037,0.34198394417762756,0.3503706753253937,0.32972967624664307,0.050584979355335236,0.05240178480744362
8464,0.7970396715402603,0.2607419370109003,0.744557653470928,0.3238551570335676,0.8312524795532227,0.35439734451036115,2.4954371392726897,0.5356419554923452,1.5187429792202831,0.47552029120789946,1.6236897587776185,0.5065606140430093,0.0410458967089653,0.03134584799408913,0.035406142473220825,0.40706098079681396,0.33998364210128784,0.34893450140953064,0.33147960901260376,0.05146032199263573,0.05308450385928154
8500,0.7787956541776657,0.2638985475560747,0.7494117955857083,0.3258789407629939,0.8333970546722412,0.35502182505271657,2.4438916277885436,0.5346991472803609,1.5192880065738503,0.4791050750609182,1.6225916981697082,0.5093703384846566,0.041396282613277435,0.0325586162507534,0.0367315448820591,0.40479451417922974,0.34083330631256104,0.3496258556842804,0.3322771489620209,0.05254213884472847,0.05448361858725548
8986,0.7686984324455262,0.2535812584106754,0.7752666929913817,0.3300629211316922,0.8627206993103027,0.36012161355901484,2.4432916486263276,0.5257925009663754,1.5628025934910852,0.48408946248827595,1.6664518666267396,0.5150008223595615,0.03997144475579262,0.03160242736339569,0.03589245676994324,0.39871689677238464,0.34675276279449463,0.35574159026145935,0.3313713073730469,0.055332574993371964,0.05727122351527214
9000,0.7940670043230057,0.2571659926992951,0.7667705262385105,0.32809992831820195,0.8638810038566589,0.3604658605856957,2.437304096221924,0.5230997124579035,1.5524796345745282,0.479407640308013,1.6566146278381348,0.5110196734373368,0.04038505628705025,0.032801926136016846,0.03722328692674637,0.39903897047042847,0.34803396463394165,0.35690245032310486,0.3336240351200104,0.05407281219959259,0.05592982470989227
9500,0.7445790177583694,0.2475174305887068,0.7840333721302833,0.33160210167739207,0.8672365570068359,0.36087546707318924,2.4385582077503205,0.5241187783751744,1.5844475177659896,0.4867901377335017,1.684648334980011,0.516572578237107,0.039558641612529755,0.03182971104979515,0.0359744057059288,0.39791586995124817,0.344396710395813,0.35302305221557617,0.32861530780792236,0.05492345616221428,0.05658354237675667
9541,0.7516957747936249,0.24846292143268178,0.7766849315003647,0.3296309338481641,0.8696727776527404,0.35995119086256283,2.4392464900016786,0.5233975681501126,1.5886320747787837,0.48511234865639585,1.690231490135193,0.5158723694974388,0.039146263152360916,0.0325738824903965,0.03683771565556526,0.40190789103507996,0.35267192125320435,0.3619450628757477,0.3236657977104187,0.055859845131635666,0.05753505975008011
10000,0.7567953604459763,0.2494477039385689,0.789845149380156,0.33292027949679404,0.8736499762535095,0.3625471163557352,2.4228876423835755,0.525822110576824,1.5707239862844065,0.4859833924190062,1.6749665498733521,0.5170031753758638,0.036792535334825516,0.03320500999689102,0.03740571439266205,0.3998525142669678,0.3507605195045471,0.3596327304840088,0.3263131380081177,0.05965840443968773,0.06125015765428543
10130,0.7371216028928756,0.24389428738601573,0.8063051193736547,0.3364884766835265,0.8955277705192566,0.3671167222581436,2.393371365070343,0.5212426978092334,1.6038968379909833,0.4908423758495913,1.7051836276054382,0.5219567559203143,0.03731677681207657,0.03344208747148514,0.03755158558487892,0.4016106128692627,0.35398921370506287,0.36302298307418823,0.3306311368942261,0.061900366097688675,0.063597671687603
10500,0.7196942746639252,0.2370408278439067,0.8062337597638825,0.33504631939610285,0.9009156608581543,0.36688846895324007,2.418577882051468,0.5185792637876349,1.620987715512343,0.4910865221688546,1.7220571732521057,0.5206896347512286,0.038767009973526,0.03269309923052788,0.03715032711625099,0.3999939262866974,0.3582797348499298,0.36734580993652344,0.3306516110897064,0.058190975338220596,0.0597124919295311
10755,0.7528303563594818,0.2456587559071436,0.8207209759497133,0.3396039657951778,0.9059689497947693,0.36953884332803044,2.430251863002777,0.5212124181790712,1.6164167835928582,0.4916796357353296,1.7170657992362977,0.5218265481647989,0.03768805414438248,0.033089473843574524,0.03732887655496597,0.4051797091960907,0.3592202663421631,0.36847224831581116,0.33012011647224426,0.061371974647045135,0.06307274103164673
11000,0.6998517364263535,0.2339044469398668,0.8164312338844539,0.3383620384137476,0.905859694480896,0.36909571836255445,2.4214785373210908,0.5202598577229449,1.628196286245658,0.4941248902055993,1.7295671558380128,0.5245166727362508,0.03775613754987717,0.0338481180369854,0.03858182579278946,0.402235746383667,0.36168378591537476,0.3708670735359192,0.3322750926017761,0.05988292396068573,0.06141578033566475
11419,0.6724583542346955,0.23095462118219678,0.8498335087144854,0.34424968519847554,0.9366857790946961,0.3743365680259464,2.4267710530757904,0.524747141325229,1.668538086871707,0.5032022536278677,1.7632990336418153,0.5319940499938828,0.03611065819859505,0.032364606857299805,0.03628982976078987,0.40908679366111755,0.3605158030986786,0.3699096143245697,0.32839664816856384,0.06249440088868141,0.06411789357662201
11500,0.7274746376276017,0.24095014493187816,0.8221068717347682,0.34005985489456103,0.913681845664978,0.3705557776752454,2.3859738546609877,0.515675700721556,1.6609663969869697,0.50137796876817,1.7611396670341493,0.5321626984387663,0.03729137033224106,0.03210359066724777,0.03668951243162155,0.4052900969982147,0.36374086141586304,0.37277117371559143,0.3370226323604584,0.05696107819676399,0.058401599526405334
12000,0.672601249217987,0.23119250931180446,0.8416103614967508,0.3435903711624567,0.9324660396575928,0.3742809073496583,2.385026267170906,0.519104681956005,1.6456214087163192,0.49870248514994875,1.7410436248779297,0.5274383024490914,0.03629789873957634,0.03266088292002678,0.03686646372079849,0.4118081331253052,0.3695293664932251,0.37917518615722656,0.3279220163822174,0.06481823325157166,0.06640465557575226
12124,0.7074897718429566,0.23529952851002203,0.844098758348664,0.3422772560252772,0.9298829913139344,0.3720260768310895,2.40155689060688,0.5224323889569453,1.6554341461389672,0.5016611385359316,1.75368958234787,0.5319878905048265,0.035720083862543106,0.03117750585079193,0.03519187122583389,0.4060220420360565,0.3653007745742798,0.37471863627433777,0.3367326855659485,0.06160104647278786,0.06337206065654755
12500,0.6441156423091888,0.22574641884005595,0.8506555823354828,0.3448084889890613,0.9388528680801391,0.3749961634769846,2.345215827226639,0.5173457855351498,1.680242460798854,0.5083381881995812,1.7832067131996154,0.5391211537837652,0.03445952385663986,0.03261658549308777,0.03661305829882622,0.4065520167350769,0.36887940764427185,0.3778350055217743,0.33928102254867554,0.07000341266393661,0.07194285839796066
12872,0.6700304567813873,0.23089798105727216,0.8523940395851756,0.34642869317575276,0.9389405179023743,0.37633978395932993,2.3954907381534576,0.523848868596301,1.6849294165764785,0.5075346148346325,1.7818596649169922,0.5378887632475146,0.03516894206404686,0.03317258507013321,0.0372917614877224,0.4091455936431885,0.3772810101509094,0.38635653257369995,0.34380587935447693,0.06743237376213074,0.06931827962398529
13000,0.6596357953548432,0.22459222519715127,0.8760469741757778,0.3506330505629788,0.9654016828536988,0.38032725386093647,2.4109310257434844,0.5268575947923434,1.6732906455179082,0.5073926096242873,1.7710416507720947,0.5372041239301485,0.03535120189189911,0.03338624909520149,0.03735078498721123,0.4145154356956482,0.3668328821659088,0.3760199248790741,0.33949995040893555,0.07058774679899216,0.07249203324317932
13500,0.6611437046527863,0.2289628127966906,0.8678784870787717,0.34817263662357006,0.9562774515151977,0.37800387878544234,2.372661921977997,0.5244895162415253,1.7145015736101439,0.5131282203253806,1.8069380831718445,0.5418294110578858,0.03374895825982094,0.03332642838358879,0.036910515278577805,0.4102380871772766,0.37420985102653503,0.38334032893180847,0.33678579330444336,0.06999944895505905,0.07171255350112915
13666,0.6788430476188659,0.2248720538252022,0.881886735654771,0.349711422517646,0.9736342263221741,0.3803954667385486,2.3972286009788513,0.517806016674029,1.7093404426931513,0.5087175644058045,1.8087786221504212,0.5384641941747823,0.03439492732286453,0.03164365887641907,0.035723473876714706,0.40731140971183777,0.3736617863178253,0.38284584879875183,0.33665210008621216,0.06510384380817413,0.06680145114660263
14000,0.6490780538320542,0.22604505875993475,0.8739274210802739,0.34872242478937815,0.9634317255020142,0.37827348121067933,2.413383938074112,0.5307210608418066,1.6882378831342462,0.5108139599944693,1.7865752243995667,0.5400379290209975,0.03309732675552368,0.032081883400678635,0.03625451400876045,0.4147696793079376,0.3726516366004944,0.3816927373409271,0.34490007162094116,0.07267314940690994,0.07459232211112976
14500,0.6635113418102264,0.22215580451624894,0.8919978004019921,0.35331101363821,0.9831151103973389,0.38390796604990535,2.4370953381061553,0.5247545883775393,1.693707988739752,0.5064139338895617,1.7935872983932495,0.5371592996655589,0.03430479019880295,0.0313040129840374,0.0354149267077446,0.40523582696914673,0.3759782314300537,0.385275661945343,0.3495936095714569,0.06937021017074585,0.07120874524116516
14510,0.6658321309089661,0.2292796216893761,0.8721283030134408,0.3504979583349334,0.9641464400291443,0.38090836087717217,2.4267220962047578,0.5295166483091469,1.7172174994090974,0.5142249823439591,1.8178272366523742,0.5448708195526532,0.03340478613972664,0.032084353268146515,0.03587479144334793,0.4129411280155182,0.38412007689476013,0.39346984028816223,0.34227603673934937,0.06981070339679718,0.07186739891767502
15000,0.6092265975475312,0.21505297317689526,0.9097726585636999,0.3555602396292784,0.9939402556419372,0.3849091963607907,2.3568681997060774,0.5197521436061837,1.7497101494370346,0.5211504206855962,1.8467101335525513,0.5504577990485461,0.03312746062874794,0.032923635095357895,0.036615051329135895,0.4133257269859314,0.3845026195049286,0.3937050700187683,0.34839731454849243,0.07128453999757767,0.07316196709871292
15406,0.6261817741394043,0.21619429403349552,0.9192683711739698,0.3556899098196984,1.0059882974624634,0.3862424849796635,2.38400167286396,0.5252679952703203,1.726728836110355,0.5161184316523076,1.8247084045410156,0.5454050807550928,0.03311578929424286,0.0321316123008728,0.03580331802368164,0.4183843731880188,0.384257972240448,0.3931736350059509,0.34570086002349854,0.0708613246679306,0.07257311046123505
15500,0.6582422232627869,0.22468867118827343,0.8930874195088728,0.3540302398391686,0.9820995163917542,0.3843392333212657,2.4280933541059495,0.5319891299367273,1.7071550720529671,0.5102177570455279,1.8056282854080201,0.5396574793470783,0.03280309960246086,0.032457247376441956,0.03621388599276543,0.4106854796409607,0.3867064416408539,0.39627063274383545,0.35764116048812866,0.07644417881965637,0.07848042249679565
16000,0.6127106529474259,0.2141206673496833,0.9310857474506986,0.36021392561057075,1.019860270023346,0.38970007828978626,2.4074537229537962,0.5316898188156401,1.7338705437981576,0.5211731058192717,1.833212959766388,0.550830909402285,0.03334561735391617,0.03252444043755531,0.036282118409872055,0.42051267623901367,0.3900761008262634,0.39930933713912964,0.34706205129623413,0.0740516185760498,0.07602766901254654
16356,0.5932229226827621,0.2120364631985982,0.9274816818996627,0.35913934786959617,1.0123353624343872,0.389409448280261,2.348169370293617,0.5243215949687732,1.7651897639884697,0.5250585726587623,1.858675355911255,0.5535429868097618,0.03216543048620224,0.032240696251392365,0.03584083914756775,0.4140312969684601,0.38962170481681824,0.39878183603286743,0.3532138466835022,0.07305087149143219,0.07501404732465744
16500,0.5988351875543594,0.2138512665263953,0.9157694094037996,0.35652579851068694,1.0028553318977356,0.3862637569304274,2.41709204018116,0.5311669594058197,1.7715275226218299,0.5244705101559781,1.8736913180351258,0.5555256016813395,0.03270072117447853,0.032054271548986435,0.03583493456244469,0.41603782773017883,0.38191530108451843,0.390949010848999,0.35062745213508606,0.07172088325023651,0.07370276749134064
17000,0.5736829656362533,0.20803616226030916,0.9337940146916663,0.360153023058167,1.0231046104431152,0.3900499495115363,2.367547670006752,0.5262672143998283,1.7572976388169619,0.5251146804128249,1.8538681221008302,0.554531436581892,0.03200329467654228,0.03249982371926308,0.035951193422079086,0.41850095987319946,0.3919665217399597,0.4010869860649109,0.35714757442474365,0.07492049783468246,0.0769568383693695
17366,0.5860993641614914,0.2115835738583819,0.9355739278105659,0.3613771519776494,1.0182394409179687,0.3904804441786753,2.4255028319358827,0.5386629934632555,1.749308019548904,0.523723219997542,1.8471537399291993,0.5534648187386261,0.031899966299533844,0.03288431465625763,0.03633773326873779,0.42235898971557617,0.3907639980316162,0.39967766404151917,0.35220402479171753,0.07263382524251938,0.07433290034532547
17500,0.612127211689949,0.2200366582012602,0.9185998690595026,0.35949673157712975,1.0021751570701598,0.389392513774123,2.4182615023851395,0.537684740427126,1.7642411996806087,0.5253333509714424,1.8617779731750488,0.5543406182726134,0.03273411840200424,0.0335036963224411,0.03740580752491951,0.41242343187332153,0.39369118213653564,0.40290653705596924,0.3677787184715271,0.07874483615159988,0.08064844459295273
18000,0.576005397439003,0.2075346825338372,0.9234466709238148,0.35897068879289235,1.010735538005829,0.3891614701429436,2.439474103450775,0.5388360459972722,1.7138379790308225,0.5170451162536898,1.813907823562622,0.5472944804798969,0.03026290237903595,0.03287748992443085,0.036478910595178604,0.41430628299713135,0.39119696617126465,0.40039095282554626,0.35988104343414307,0.07617850601673126,0.07818910479545593
18438,0.5850610661506653,0.20711168622917508,0.9303071868878279,0.3596115722727049,1.0214954710006714,0.3909094887987942,2.423030503988266,0.5336713553379023,1.7741042659879447,0.5288680744863228,1.8701748967170715,0.5572722040961227,0.03019583225250244,0.031710654497146606,0.035542868077754974,0.4143209755420685,0.3960445821285248,0.4049995243549347,0.3573281168937683,0.07250119000673294,0.0745035707950592
18500,0.6020348697900773,0.21643783989192086,0.9215972567899098,0.36125623406673524,1.0079170322418214,0.391513787222889,2.4216411781311034,0.5357256138980321,1.768217311883825,0.5287981934254931,1.867766637802124,0.5585707744976554,0.030892388895154,0.032762352377176285,0.03654352203011513,0.41700485348701477,0.3988680839538574,0.4078614413738251,0.3745541572570801,0.0848531424999237,0.08717291057109833
19000,0.5794027388095856,0.20676262329529835,0.941459618353756,0.3621128417532285,1.029783170223236,0.393048502966622,2.4045557636022568,0.5285382324678966,1.7922741757168112,0.5301403883185715,1.89423433303833,0.5605807719099224,0.03133277967572212,0.032848335802555084,0.03655531629920006,0.41350382566452026,0.39851078391075134,0.407744437456131,0.36567050218582153,0.07413274049758911,0.07612251490354538
19500,0.5725813192129136,0.20882428470891934,0.95574985914302,0.3649638528118564,1.0418434643745422,0.395088810708208,2.454373055100441,0.545521679194638,1.7757171423459732,0.5283789860186585,1.8771281695365907,0.5591680958557576,0.03145420551300049,0.031749628484249115,0.03564678132534027,0.42753517627716064,0.4108582139015198,0.42015835642814636,0.36664825677871704,0.08326223492622375,0.08538742363452911
19576,0.5836239057779312,0.21138645569535736,0.9665013094316568,0.36712320296813467,1.0506432247161865,0.39748273299701475,2.4065710216760636,0.5403209225628548,1.7978077857301886,0.5343927241537705,1.8975832056999207,0.5641651843295588,0.03127884492278099,0.03264205902814865,0.03644672781229019,0.4259079396724701,0.40600427985191345,0.4151206910610199,0.36453330516815186,0.07830755412578583,0.08017291873693466
20000,0.5800450015068054,0.20597467653462495,0.9292976940623575,0.35983585084544273,1.0174329495429992,0.38982066189032083,2.3927406018972395,0.5322486739709784,1.756439108182478,0.5235201958191852,1.8533320546150207,0.5525051107715376,0.03158721700310707,0.03253074362874031,0.03630828484892845,0.4169463813304901,0.4054807126522064,0.4147646725177765,0.3555157482624054,0.07307597249746323,0.07482771575450897
20500,0.5806430691480636,0.2080347179275946,0.9351665247293494,0.36125332848783387,1.0275449085235595,0.3926814558520838,2.4013841331005095,0.5276132732472515,1.833631771805746,0.537876887440102,1.9278412079811096,0.5668169162191056,0.02995898574590683,0.032781023532152176,0.03673061728477478,0.4222392439842224,0.4118368625640869,0.4210464358329773,0.36742785573005676,0.07956050336360931,0.08147603273391724
20784,0.543595603108406,0.19823045982397694,0.96530967241266,0.3654303107839681,1.0451945877075195,0.3951193444946455,2.377777622938156,0.5317881847627661,1.8066686276146289,0.533502735026823,1.9036986136436462,0.5624528123610673,0.029131222516298294,0.03216850757598877,0.0357951857149601,0.4239867329597473,0.4132206439971924,0.4223386347293854,0.3562485873699188,0.07185199111700058,0.0737609788775444
21000,0.5553499299287796,0.20797650110742708,0.9255043968619002,0.35893674738838643,1.0105179238319397,0.38874292045187536,2.5007976347208025,0.5464591727447125,1.8451975892031924,0.540832786039926,1.9489694619178772,0.5710837687857901,0.028289996087551117,0.03198375180363655,0.035581961274147034,0.42009931802749634,0.4091917872428894,0.4180307388305664,0.3769029378890991,0.08510129153728485,0.08741703629493713
21500,0.5305333030223847,0.19776402762028347,0.9601996829527474,0.36514186193602055,1.0433310890197753,0.39531531948472093,2.4028165197372435,0.5344862231793504,1.8404251719834464,0.5409869734940127,1.9345634007453918,0.5694221471072284,0.02870248444378376,0.03297441825270653,0.03667644411325455,0.42391759157180786,0.4124279022216797,0.4213813245296478,0.37183013558387756,0.08510096371173859,0.087267205119133
22000,0.5574093532562255,0.20666447338889707,0.9421121532863687,0.3639670555549987,1.0308710718154908,0.3946459751563639,2.4335341209173205,0.5386914356792275,1.8458332166225568,0.5408804452798293,1.9467297172546387,0.5709616362261573,0.030142707750201225,0.033075034618377686,0.03709432855248451,0.4234006702899933,0.4138714075088501,0.4226691722869873,0.38083088397979736,0.08632068336009979,0.08850972354412079
22067,0.5732257342338563,0.21019602735264903,0.9574501476048981,0.3656043438176262,1.0431172609329225,0.39711934316249187,2.431565200686455,0.542559783816418,1.8363653670448317,0.5428999189499663,1.9324785351753235,0.5710973983941139,0.030413683503866196,0.03286024555563927,0.036762431263923645,0.4257037043571472,0.4120398759841919,0.4210984706878662,0.37328219413757324,0.08024588227272034,0.08247019350528717
22500,0.5306988829374313,0.1996878965050336,0.94562775718569,0.36205307671159864,1.0309136843681335,0.39283891468312404,2.4218082320690155,0.5372073059502199,1.837698791302111,0.5413633440783385,1.9348308372497558,0.5703779969513671,0.029415173456072807,0.033376503735780716,0.03734073042869568,0.42327407002449036,0.42047783732414246,0.4297695457935333,0.37320834398269653,0.08014628291130066,0.08214398473501205
23000,0.5658892905712127,0.20599957033872968,0.9642986624119045,0.36706733188874496,1.0467622375488281,0.3971538037050366,2.524492213129997,0.5526864478896807,1.8361854740449826,0.5394857717437326,1.9390163135528564,0.5688752952582373,0.029954396188259125,0.03388636186718941,0.03773736208677292,0.4290517568588257,0.4248548746109009,0.43379801511764526,0.37157344818115234,0.08226422965526581,0.08408874273300171
23429,0.5423629468679428,0.20245395570300398,0.9622420789684412,0.365239655306151,1.0520631408691405,0.39680780542080085,2.4680268025398253,0.5532111275501971,1.7966074969619308,0.5389996609985743,1.898730638027191,0.5685341106676431,0.028658928349614143,0.03271020948886871,0.03656025230884552,0.4297993779182434,0.4127115309238434,0.4218807816505432,0.374695360660553,0.08561651408672333,0.08785814046859741
23500,0.5180126947164535,0.19916189916069663,0.9632143579567376,0.3649936769281321,1.0456237959861756,0.395514099628953,2.4902165049314497,0.5496162059615357,1.8394072022579566,0.5440937106507743,1.9416626191139221,0.5736518180249373,0.02806125394999981,0.03328034281730652,0.03704916313290596,0.42560136318206787,0.41820573806762695,0.4271901547908783,0.379931777715683,0.08086608350276947,0.0830361619591713
