step,n_chains,ed_vs_baseline_in_distribution,sw_vs_baseline_in_distribution,ed_vs_baseline_out_of_distribution,sw_vs_baseline_out_of_distribution,ed_vs_baseline_in_distribution_from_prompts_in_distribution,sw_vs_baseline_in_distribution_from_prompts_in_distribution,ed_vs_baseline_out_of_distribution_from_prompts_in_distribution,sw_vs_baseline_out_of_distribution_from_prompts_in_distribution,ed_vs_baseline_in_distribution_from_prompts_out_of_distribution,sw_vs_baseline_in_distribution_from_prompts_out_of_distribution,ed_vs_baseline_out_of_distribution_from_prompts_out_of_distribution,sw_vs_baseline_out_of_distribution_from_prompts_out_of_distribution
4200,8,0.05950045585632324,0.024795749827281367,0.08953094482421875,0.03164647861488605,0.6949336007237434,0.06380075437838001,0.15908365696668625,0.03847808131379306,0.6125620119273663,0.05863316140472466,0.162571981549263,0.039651531861616476
4400,8,0.0566633939743042,0.023362860224387133,0.08815562725067139,0.03208098220817686,0.699047639966011,0.06222462701409957,0.15907953679561615,0.03845602314305671,0.6058623604476452,0.05922929170688171,0.16210846602916718,0.03963922741144446
4600,8,0.05745220184326172,0.025258593146833642,0.0886838436126709,0.031111259640384827,0.6617627739906311,0.060341717364543565,0.17557385563850403,0.039401623217367635,0.6358741745352745,0.058990339697822365,0.16787977516651154,0.039059712627269955
4800,8,0.04651379585266113,0.02247853556156754,0.08969879150390625,0.030883175483795308,0.5961965098977089,0.056405767677673975,0.20650208741426468,0.04173638971775323,0.5799495987594128,0.058040979437547754,0.19033599644899368,0.04201653076254183
5000,8,0.0538252592086792,0.023120819698639394,0.08871829509735107,0.03174018084006314,0.606376189738512,0.05663610320759305,0.18903608620166779,0.04145371245290442,0.5939272120594978,0.057884496737479335,0.1787746623158455,0.0405541956276888
5200,8,0.04857349395751953,0.023825504310030922,0.08414077758789062,0.03312840403470323,0.5811912212520838,0.05679365697520858,0.19586391746997833,0.04231965132817651,0.5961057804524899,0.05856399278339796,0.183111734688282,0.040940595851761824
5400,8,0.04607975482940674,0.02317571244201251,0.08050000667572021,0.028747426205653702,0.5800008475780487,0.0563401259437212,0.19982992112636566,0.04116360807578352,0.58684441447258,0.058187307282213205,0.18527009338140488,0.041246982876712364
5600,8,0.05510568618774414,0.02394822480217228,0.09213542938232422,0.02789017283998198,0.5812221020460129,0.05530525416836789,0.2074022963643074,0.04246368727780381,0.5865279585123062,0.05772197035256728,0.18270942568778992,0.04149248476408907
5800,8,0.04566502571105957,0.021863657151666462,0.08576107025146484,0.03023018748662338,0.553490549325943,0.05377689200994657,0.22032548487186432,0.04440250117527819,0.5927967242896557,0.05837748713999846,0.18073470890522003,0.04001644565727557
6000,8,0.0550084114074707,0.023443515237067,0.0837242603302002,0.03095412590173581,0.5652814097702503,0.054903853148727644,0.2129751518368721,0.04306270731460686,0.5494163669645786,0.05618497763438711,0.1879015490412712,0.041180499191770595
6200,8,0.06552505493164062,0.025344394093904866,0.09372353553771973,0.031557507788410016,0.5292541868984699,0.05295193735779216,0.20655114203691483,0.04237677625574854,0.5800354555249214,0.057037946634685505,0.19004029035568237,0.04119312340881574
6400,8,0.06270170211791992,0.02538497247973045,0.09025120735168457,0.031263038741804916,0.5462182983756065,0.05381447101411779,0.20968852192163467,0.04239965027158734,0.5509784668684006,0.05596164359158603,0.18151624500751495,0.040652224023439994
6600,8,0.04346644878387451,0.021611726228428774,0.07634460926055908,0.03001829182594449,0.5184809882193804,0.05280015865607332,0.22043731063604355,0.044110064736730556,0.5451886355876923,0.055320998212531315,0.17933019995689392,0.04009360577950469
6800,8,0.05115652084350586,0.023613886682418497,0.07377147674560547,0.029490604036140254,0.5310414060950279,0.05250195057433392,0.23263734579086304,0.044174250399145965,0.5516114607453346,0.05546553283703425,0.1756662055850029,0.0404187986367688
7000,8,0.054981350898742676,0.02321663608806338,0.08875072002410889,0.031795450992344126,0.5755737107247114,0.055098271918717835,0.23387816548347473,0.04560287074805421,0.5663950778543949,0.0559289832517192,0.1752856969833374,0.03940057545136449
7200,8,0.055533647537231445,0.022139527755086028,0.08834314346313477,0.032109693478042906,0.5502497665584087,0.05342518943840277,0.2293851375579834,0.04443312222815285,0.56151357665658,0.05827529051204562,0.18257110565900803,0.04081925391402712
7400,8,0.051683902740478516,0.023731990991587373,0.09506607055664062,0.0343871138196897,0.5059580579400063,0.05208378783181271,0.229983352124691,0.044642565935545525,0.5330297984182835,0.05517720564774004,0.17643915861845016,0.040611753078914736
7600,8,0.051804184913635254,0.023427295004960484,0.08354604244232178,0.031353407450741215,0.5071263238787651,0.05250823202617348,0.23458502441644669,0.04599992791838517,0.5215625874698162,0.05354275798818036,0.18124213814735413,0.040011240763486625
7800,8,0.0507889986038208,0.023226003893502073,0.08236992359161377,0.03042906173659559,0.4827649015933275,0.04849803881933234,0.25582052022218704,0.047213976496881915,0.5378115102648735,0.055442346901257086,0.1764935702085495,0.041710157005435344
8000,8,0.04028737545013428,0.021547394302295356,0.07490956783294678,0.029449603733330595,0.48293784260749817,0.050108135970026224,0.26137595623731613,0.04711549583301651,0.5114610381424427,0.05284224526372834,0.18159106373786926,0.04054887498643511
8200,8,0.049056410789489746,0.022863670576800717,0.07953345775604248,0.029269139864244616,0.494729058817029,0.049236610532636456,0.2565414160490036,0.046989442361876535,0.49057066068053246,0.052275161296647096,0.16480595618486404,0.039423192379284835
8400,8,0.04421341419219971,0.022294758336698143,0.07773268222808838,0.030269204622521712,0.4600978381931782,0.04884391653229261,0.2679012715816498,0.04766575796593102,0.501862421631813,0.05241779655616019,0.18434032797813416,0.040738619201302416
8600,8,0.05236387252807617,0.0225450041549331,0.0864417552947998,0.030711900903399262,0.4723107013851404,0.048678863596406115,0.278578482568264,0.04879380796225103,0.47918426990509033,0.051816917181959334,0.17941420525312424,0.04116677128301632
8800,8,0.050159573554992676,0.022397995961947123,0.08148586750030518,0.02914839939465105,0.49094804376363754,0.050589078219603685,0.253866508603096,0.04601744267859171,0.5335156060755253,0.055073424273251265,0.18751002103090286,0.04119186932113484
9000,8,0.050438523292541504,0.02280999222566488,0.08408606052398682,0.02736338092474918,0.46379104629158974,0.050663610047784885,0.2619421035051346,0.04827789227011769,0.5083673782646656,0.05380650178720578,0.17271697521209717,0.039469647692686974
9200,8,0.04140365123748779,0.021337918521667824,0.07975900173187256,0.028477422781439263,0.45898610167205334,0.04789455187770374,0.26360805332660675,0.04633891290941794,0.5424558855593204,0.0557637151049556,0.1771627441048622,0.03979337467303039
9400,8,0.03922557830810547,0.020236400489023542,0.07877182960510254,0.029339447591531932,0.46250055357813835,0.048256114470064046,0.28346891701221466,0.04810467522938271,0.4799872078001499,0.05337209185425013,0.1747681275010109,0.040607927401765685
9600,8,0.06763982772827148,0.025918619323477863,0.08969759941101074,0.029262111963687262,0.44597352109849453,0.046874664339935604,0.27588507533073425,0.04831137634645134,0.5069498494267464,0.05246798004618777,0.17535076290369034,0.039879451730301066
9800,8,0.039933085441589355,0.021489433802718946,0.07609879970550537,0.029738684868979254,0.44645884819328785,0.04780211542190889,0.2665907219052315,0.047572311865306055,0.4748593866825104,0.05162801750673679,0.1774778515100479,0.04049706259064331
10000,8,0.05103647708892822,0.021797213499787905,0.08069002628326416,0.029783509896612534,0.44022832438349724,0.04802724040842687,0.270918145775795,0.047537928744007155,0.5147155560553074,0.05238954989748247,0.17263536155223846,0.039890059979103665
10200,8,0.050359487533569336,0.02400654431720967,0.07999396324157715,0.02771724979344834,0.40724882669746876,0.04533980372560775,0.28739215433597565,0.04854645986509465,0.4789867028594017,0.05206086406155233,0.18186086416244507,0.03970101411933303
10400,8,0.0645531415939331,0.024288417516580566,0.09963619709014893,0.03239153006731326,0.4647939708083868,0.047825021743877864,0.29909422993659973,0.04985048920202172,0.502369899302721,0.05208544503806514,0.19351638108491898,0.04210965712028389
10600,8,0.05813097953796387,0.023751497954212542,0.0803675651550293,0.03135081612903514,0.44283471442759037,0.04880564085116863,0.2701973170042038,0.04798988972246155,0.4879520423710346,0.05315858067306492,0.17812755703926086,0.039973330947653984
10800,8,0.05864298343658447,0.023477624779406566,0.08607232570648193,0.030560023693404895,0.4446274731308222,0.0462930071471968,0.30157050490379333,0.049210938395192215,0.513806939125061,0.052557915278832065,0.18109478056430817,0.04107373661247888
11000,8,0.05303633213043213,0.0239819465486926,0.07211935520172119,0.02983565494299122,0.42528929002583027,0.04496687144962636,0.2909712940454483,0.04954267426066657,0.4670601636171341,0.0523940584723215,0.17822391539812088,0.04031733081836677
11200,8,0.05691540241241455,0.023429804556798266,0.0863116979598999,0.030722949163390943,0.4133188221603632,0.044790956351820926,0.2887670323252678,0.0487883105545209,0.4824810288846493,0.05167996044966518,0.18379271775484085,0.04043554873876433
11400,8,0.04352545738220215,0.021375149716373176,0.07482409477233887,0.029303105079286382,0.4056919012218714,0.04472767459444617,0.28729379177093506,0.04906817653220491,0.4399404600262642,0.04932822236285368,0.18111340701580048,0.04050591070518315
11600,8,0.048404574394226074,0.023514645945674487,0.07972300052642822,0.030916790229826695,0.40385856479406357,0.04546948454717701,0.28831804543733597,0.05068080230392258,0.49799593910574913,0.05219818366058608,0.18882157653570175,0.040993426692126564
11800,8,0.054840683937072754,0.024171921614976236,0.08167040348052979,0.030474356594747554,0.4210536368191242,0.04732678168184827,0.26589299738407135,0.04836341178153075,0.5094527937471867,0.05182798381393474,0.19219566881656647,0.041106133607810874
12000,8,0.04299736022949219,0.022058311803430142,0.07674360275268555,0.028744438486331302,0.413754278793931,0.04505355439723743,0.3009127825498581,0.05006133583056291,0.48961759358644485,0.051980925413144516,0.18507424741983414,0.04086240846226732
12200,8,0.04829394817352295,0.02247651262977707,0.08622586727142334,0.032199499301813074,0.39936717227101326,0.0440755209565938,0.30247511714696884,0.05097325665720423,0.49388423189520836,0.05275712072157365,0.1754571795463562,0.04001554394851112
12400,8,0.049138426780700684,0.023144520300251634,0.07800734043121338,0.030024709151500368,0.4200087543576956,0.0437859799819167,0.30551519244909286,0.04962800438781628,0.43749793246388435,0.04894831098804643,0.18539763242006302,0.04105241659236353
12600,8,0.04073536396026611,0.0209652269482951,0.07370078563690186,0.027977632390020553,0.39012220688164234,0.04430178987119507,0.29301954060792923,0.04929696975983293,0.4379803091287613,0.05051014110570669,0.17317727208137512,0.04017376792477608
12800,8,0.041199564933776855,0.022088845574413297,0.07622063159942627,0.030810309493668614,0.399776941165328,0.04359367287189899,0.3058638721704483,0.050397346521307076,0.4752182886004448,0.051870640944359336,0.1850917711853981,0.04104868138869714
13000,8,0.05252373218536377,0.0228191516245892,0.07927548885345459,0.02937159442235242,0.3889029920101166,0.043470099216243854,0.29429173469543457,0.04908674968606939,0.4444517716765404,0.048872097481701605,0.18398839235305786,0.04047784611532462
13200,8,0.07767009735107422,0.027204344746668635,0.09702491760253906,0.03384137770193895,0.4160903673619032,0.04616629005398831,0.2746245861053467,0.047854076783586004,0.5302019007503986,0.05330679832749814,0.20346861332654953,0.04260738281620121
13400,8,0.04950976371765137,0.02177232823701216,0.07840824127197266,0.028669315998420455,0.3940116483718157,0.044349946957429796,0.29590221494436264,0.04958028572682491,0.4924434758722782,0.05256747586502823,0.1792699322104454,0.03943624263064098
13600,8,0.05117964744567871,0.022971331736605368,0.07445573806762695,0.02902114151939434,0.38539244420826435,0.04404984279369014,0.2891436740756035,0.04892532831835215,0.490565899759531,0.05107481071515031,0.18745066225528717,0.04143702104397468
13800,8,0.05431652069091797,0.022855954984474555,0.08181905746459961,0.029159812191422208,0.39880521781742573,0.04540523406717858,0.29532984644174576,0.05016023427981574,0.4827440455555916,0.05202207120833345,0.20463383197784424,0.04266965280642633
14000,8,0.0423741340637207,0.023117565572985208,0.08072018623352051,0.029797863577096205,0.3658419977873564,0.04243215174033026,0.312965027987957,0.05125070508966038,0.45268310606479645,0.05124065114502978,0.18798894435167313,0.04143483011827675
14200,8,0.04935872554779053,0.022598944441420778,0.08632862567901611,0.02941189949414296,0.3887586686760187,0.043962369646808414,0.29298241436481476,0.04893925735714623,0.4591817334294319,0.05106454259061677,0.1891598030924797,0.04167849608581893
14400,8,0.040726661682128906,0.021330577190481908,0.07254672050476074,0.027906854725736972,0.3748903777450323,0.04298287571322986,0.29986412078142166,0.04999937556795661,0.4513290040194988,0.05027029263127599,0.17773758620023727,0.040575027282059646
14600,8,0.05026602745056152,0.022825186411691414,0.07697653770446777,0.027799049269974355,0.3757611569017172,0.04248382017952152,0.3101302981376648,0.05108945897172007,0.44409551844000816,0.049874900642804865,0.17896314710378647,0.04116605011782376
14800,8,0.05401039123535156,0.024147867592285883,0.08226394653320312,0.028950508007497627,0.3723840918391943,0.042395454368282,0.3073829412460327,0.05101127083771638,0.44101644307374954,0.049280165373445844,0.18699226528406143,0.04066661875035729
15000,8,0.039456963539123535,0.021648086486890147,0.07505428791046143,0.028162894217313505,0.3485261332243681,0.041270749106739155,0.32313571125268936,0.05174297976640998,0.4352921396493912,0.050354285165660644,0.17882316559553146,0.041177394772497045
15200,8,0.03893327713012695,0.020222983611298363,0.07735276222229004,0.031441758968961404,0.35318198800086975,0.04092412078712793,0.3323263078927994,0.05240822066078139,0.4024519510567188,0.04755588243175251,0.19762258976697922,0.042298328687318726
15400,8,0.05520749092102051,0.023805819309315655,0.08614611625671387,0.029554360450822836,0.3750188536942005,0.04298625224705946,0.3092919811606407,0.051426713138791796,0.4541703052818775,0.05107422685414466,0.19605107605457306,0.04187551639940552
15600,8,0.04544377326965332,0.022407472841531,0.07939600944519043,0.02930957324025714,0.35209069587290287,0.041318719998662,0.3198847770690918,0.053000359858678764,0.42665429040789604,0.0502639956390421,0.19026823341846466,0.04177688384305454
15800,8,0.04516017436981201,0.022169067544216877,0.07631170749664307,0.027905065470685084,0.3586574178189039,0.04192820537826636,0.32119498401880264,0.05152237400959636,0.3932172544300556,0.04733245398599524,0.18718986213207245,0.0410634329951453
16000,8,0.04718172550201416,0.02225794797430376,0.0846022367477417,0.030273747009637666,0.3642555996775627,0.04201826195353037,0.31832439452409744,0.05033171202937146,0.45240161940455437,0.05153423852961019,0.19008063524961472,0.04067659890879391
16200,8,0.04452979564666748,0.021370044607159158,0.07475674152374268,0.02993439157668374,0.3493511136621237,0.04066292337892376,0.33780738711357117,0.05227169773548729,0.4062565825879574,0.047698643803455926,0.19014619290828705,0.04186230679785434
16400,8,0.045084595680236816,0.021539459019737507,0.08198797702789307,0.03059364921084232,0.35384550504386425,0.04175627710923328,0.3317166119813919,0.05248723630861864,0.44961509481072426,0.05133335118973259,0.1862410083413124,0.04091547630076643
16600,8,0.04319262504577637,0.021587571938490497,0.07874035835266113,0.03200483502490539,0.3569094445556402,0.04071454039533834,0.3237633928656578,0.052109968405433735,0.4170487970113754,0.04984634202531005,0.17739932984113693,0.040065414482281826
16800,8,0.04359018802642822,0.022731105656362632,0.08313977718353271,0.03169423328503735,0.35582780838012695,0.041547679678378885,0.31589245796203613,0.051699142093813086,0.43280187994241714,0.050386990069250154,0.17636911571025848,0.03977624080328565
17000,8,0.04414093494415283,0.020760597883093302,0.07677876949310303,0.031056966945091854,0.3534887805581093,0.041327022522805804,0.32525020092725754,0.05181533713448629,0.41643714904785156,0.04782267011793202,0.2035370022058487,0.04337551582779349
17200,8,0.0520625114440918,0.023641164434158424,0.0788276195526123,0.029318507288501446,0.37116199918091297,0.04324959453004023,0.3119950592517853,0.051054038618246075,0.4317125156521797,0.04829083356587746,0.19026882201433182,0.04153498133529235
17400,8,0.04207050800323486,0.021187638832388805,0.08532249927520752,0.030649934232974255,0.36636441573500633,0.041805982983716426,0.3148781433701515,0.051313829302076425,0.41476207226514816,0.04810400113603669,0.2009822204709053,0.042000979205957426
17600,8,0.03965568542480469,0.02117539733011644,0.07909250259399414,0.03045820275752438,0.34578481689095497,0.040564288015706225,0.3364924341440201,0.05371029040055394,0.4070150572806597,0.04816759204054705,0.18855806440114975,0.04042933799358858
17800,8,0.03606820106506348,0.02043686639275536,0.07357954978942871,0.02806852565445553,0.3493878748267889,0.0414335578137974,0.33014848828315735,0.05272160475910939,0.4089641682803631,0.04807674489403034,0.18645789474248886,0.03976614928087421
18000,8,0.04445672035217285,0.021800360309698785,0.07751846313476562,0.029047026887751445,0.37023827992379665,0.04194804237311678,0.31291600316762924,0.0508783097051156,0.43152105063199997,0.04989316466278049,0.17535658180713654,0.04069338753419654
18200,8,0.0416257381439209,0.02162477367220916,0.07936429977416992,0.03029401141659853,0.36668530479073524,0.04244661891397475,0.316056028008461,0.05089828322066545,0.42591918259859085,0.04947906143702996,0.18116495013237,0.03956526633838178
18400,8,0.04605364799499512,0.022345360975792913,0.08491301536560059,0.029130441712127097,0.33290340192615986,0.03984198868797739,0.35021552443504333,0.053978049070939074,0.39661169797182083,0.04725586758407012,0.1832968071103096,0.041693886332317
18600,8,0.04020285606384277,0.02138998800060979,0.08004546165466309,0.02769985475693014,0.3452149201184511,0.04111052731339099,0.3390865623950958,0.0531837922959572,0.4278419576585293,0.05016640039561484,0.1856064349412918,0.04131741496120166
18800,8,0.04433572292327881,0.02155402921523462,0.07520973682403564,0.02828596542395688,0.35236165672540665,0.041319818008689765,0.3207782879471779,0.05194706200361729,0.41987965628504753,0.048505914803605554,0.18092875182628632,0.04068145882148434
19000,8,0.0542072057723999,0.02230333799912687,0.08276116847991943,0.03068512045621007,0.33290792629122734,0.03952669935915808,0.343944750726223,0.052873960768229894,0.41683366894721985,0.04923096222191539,0.18093858659267426,0.04081842780734195
19200,8,0.043756961822509766,0.021771789503821273,0.08319664001464844,0.031249758294681435,0.3444485943764448,0.04116703002031111,0.3273252099752426,0.05137996973089385,0.3806898221373558,0.046121761938590605,0.1954749897122383,0.041352535698970294
19400,8,0.04845631122589111,0.0229983726311228,0.085762619972229,0.030707351499775593,0.37309304252266884,0.042000844069687626,0.3146697133779526,0.05056636394352189,0.40278593823313713,0.047013073732016394,0.18945348262786865,0.0403695228632385
19600,8,0.04450404644012451,0.02139238966449609,0.07757627964019775,0.029334385571418632,0.34199301712214947,0.03988533658244482,0.3316563293337822,0.05140439781582012,0.3972718417644501,0.047318087697662145,0.18016871064901352,0.04060119747622051
19800,8,0.05536198616027832,0.023527399576207773,0.0806879997253418,0.028437387887875296,0.3646767921745777,0.042735644123012936,0.3234888166189194,0.05258219976884031,0.4097374975681305,0.047763588108010194,0.17930853366851807,0.04052077760864171
20000,8,0.04973304271697998,0.02217546482045126,0.07926070690155029,0.028760040600727343,0.36047675646841526,0.04231086263698365,0.31620607525110245,0.05136863513169795,0.4348551332950592,0.05017553713934596,0.1864684298634529,0.040225691840653444
20200,8,0.051587700843811035,0.024031187739486492,0.09550344944000244,0.03256754245362816,0.33960331603884697,0.03988819442098078,0.33464687317609787,0.05192923162476272,0.36464935541152954,0.04559456740821652,0.17995227873325348,0.039800483751948966
20400,8,0.04742932319641113,0.021432768966881822,0.07615900039672852,0.02888617836498872,0.3759932853281498,0.04325752157266648,0.3104269355535507,0.051015537990641756,0.38613536953926086,0.046062060053318234,0.18966862559318542,0.0409367499623947
20600,8,0.041905760765075684,0.021477520678873763,0.07580387592315674,0.030039712318826028,0.3479893170297146,0.04077821337470103,0.33291517943143845,0.05161331188978346,0.3724124953150749,0.04602799774393918,0.1751803606748581,0.03947517596359376
20800,8,0.04888653755187988,0.021730977404197972,0.08836841583251953,0.031065746543248885,0.3431613817811012,0.03982844089037251,0.3428887650370598,0.052851556300891556,0.3907792679965496,0.046863628075616615,0.21071495860815048,0.042336082439619206
21000,8,0.05311107635498047,0.022273568966316413,0.07879114151000977,0.028741908495220826,0.37400442734360695,0.042824563251017966,0.3061433210968971,0.05091570370982025,0.36332574114203453,0.04426438315185094,0.19941183924674988,0.042568392756033975
21200,8,0.04620623588562012,0.02170673883209256,0.0812675952911377,0.029762325145713753,0.35133625753223896,0.04079528054740224,0.3220078870654106,0.051995212690201284,0.41206401214003563,0.04812410215949891,0.1856260523200035,0.04097297168615703
21400,8,0.06518316268920898,0.023998354586822184,0.10213112831115723,0.0339041438630962,0.35594470240175724,0.04117636624636634,0.3287962004542351,0.05240877036285994,0.3633408695459366,0.045002217289724505,0.18268607556819916,0.04121650914761575
21600,8,0.03818809986114502,0.021626219647564695,0.08061182498931885,0.02998472996177248,0.3393555413931608,0.04034745594639757,0.3381364718079567,0.05334806788346884,0.3611213881522417,0.046408295832098156,0.19596600532531738,0.041079997786212435
21800,8,0.044988274574279785,0.022690209628803384,0.08227312564849854,0.02836497782699124,0.33847412653267384,0.039973897430204436,0.3472852110862732,0.053895459591999276,0.40881747007369995,0.04873457812329146,0.17483233660459518,0.040705996066631334
22000,8,0.04917287826538086,0.021488525006193263,0.08345937728881836,0.03054613505815105,0.33177388459444046,0.04017539944747515,0.3487794101238251,0.054048397384099334,0.37422314286231995,0.045630310039250166,0.1991237998008728,0.042892608338110136
22200,8,0.0431056022644043,0.02176854915908404,0.07914519309997559,0.03067851950401128,0.33071092516183853,0.03911996768271147,0.3456481322646141,0.05328577072568702,0.419964462518692,0.04919203593547702,0.17678166925907135,0.040297941798015983
22400,8,0.036536216735839844,0.02030969103931546,0.0730750560760498,0.029324294146602932,0.3435736186802387,0.04053018527405823,0.34466293454170227,0.05417630199763956,0.42893433943390846,0.04888173617411291,0.18509291112422943,0.041063672607814614
22600,8,0.03721916675567627,0.019283094086900165,0.07980144023895264,0.03283422299623583,0.335645355284214,0.040142637599103574,0.33756107091903687,0.05200359928202854,0.39824801310896873,0.04799936972401415,0.1808597296476364,0.0411230222851979
22800,8,0.04646027088165283,0.022259436577853342,0.07658421993255615,0.030059163373447363,0.32335543632507324,0.03893260319857591,0.3456038162112236,0.053256203342589625,0.36830760911107063,0.04524897714604463,0.19076750427484512,0.04124155573185924
23000,8,0.03916811943054199,0.0199185011760412,0.0751960277557373,0.02786542759175747,0.3571638409048319,0.041626886368651,0.3245061784982681,0.05236398352083082,0.3877556845545769,0.047821042722636854,0.18820076435804367,0.04117745178771334
23200,8,0.04260075092315674,0.021767970125614947,0.07694613933563232,0.028114929959684197,0.34520360082387924,0.04047798517759203,0.3352524936199188,0.05259284192942193,0.3823319338262081,0.0458239163248675,0.18112733215093613,0.04083460590007606
23400,8,0.03731191158294678,0.020496266814660782,0.07597029209136963,0.029077994042280186,0.3285295255482197,0.03979295788617945,0.3447708562016487,0.05444801833497073,0.38647426292300224,0.04617894140292186,0.19859115034341812,0.04207506982533542
