step,prompt_source,prompt_idx,ed_vs_baseline_in_distribution,sw_vs_baseline_in_distribution,ed_vs_baseline_out_of_distribution,sw_vs_baseline_out_of_distribution
400,out_of_distribution,3,0.35602694749832153,0.0445127723161992,0.11854338645935059,0.03509180655464138
400,out_of_distribution,4,0.1911296844482422,0.039759986495956336,0.19140028953552246,0.04397812172547819
400,out_of_distribution,5,0.6515821218490601,0.06168141032426314,0.12176084518432617,0.03752709166915132
400,out_of_distribution,6,0.9551389217376709,0.07462965472729094,0.1317967176437378,0.033283889440588556
400,out_of_distribution,7,0.4608752727508545,0.049038516014871705,0.18468523025512695,0.041839215676582005
400,out_of_distribution,8,0.42956382036209106,0.04793359320197381,0.12975573539733887,0.035826433902638725
400,out_of_distribution,9,0.4018591046333313,0.05297069147044313,0.1537942886352539,0.03877754830533788
400,out_of_distribution,10,1.0476746559143066,0.07381654418890275,0.12805712223052979,0.03592411046714492
400,out_of_distribution,11,0.8955506682395935,0.07241921824875552,0.14089787006378174,0.039439805704596924
400,out_of_distribution,12,0.42427659034729004,0.054369420091788745,0.1303846836090088,0.03773983816735329
400,out_of_distribution,13,1.016683578491211,0.08106284841874861,0.1352064609527588,0.0380608513773062
400,out_of_distribution,14,0.5688282251358032,0.053167383441247204,0.12640035152435303,0.03614071152347655
400,out_of_distribution,15,0.9215071201324463,0.06958524633591681,0.13004612922668457,0.03668980216490933
600,in_distribution,0,1.2850528955459595,0.09020557305966558,0.13019943237304688,0.03608386248930888
600,in_distribution,1,1.220717430114746,0.08061512735416791,0.1630547046661377,0.03966836193398711
600,in_distribution,2,0.9370560050010681,0.07196785636335329,0.1311655044555664,0.03826753676210413
600,in_distribution,3,0.6046195030212402,0.05749815445827517,0.1603022813796997,0.03805218510165478
600,in_distribution,4,0.8477029204368591,0.06917556077981084,0.15322208404541016,0.037727221550135394
600,in_distribution,5,0.7345030307769775,0.06617783547131072,0.14423596858978271,0.037729291594462644
600,in_distribution,6,1.0326424837112427,0.0750015870906352,0.1518564224243164,0.0377121803236925
600,in_distribution,7,1.418563723564148,0.08573735053409641,0.15717315673828125,0.03443677615527954
600,in_distribution,8,1.1143379211425781,0.0771082991050393,0.11060965061187744,0.03402257514110891
600,in_distribution,9,1.1189676523208618,0.07659396811990557,0.13925719261169434,0.03634565008112224
600,in_distribution,10,0.4757404923439026,0.051886469071579434,0.12470793724060059,0.0353820416097509
600,in_distribution,11,0.9141744375228882,0.07848766107538173,0.1461867094039917,0.0367791161246076
600,in_distribution,12,0.5255248546600342,0.051840262546755646,0.27023351192474365,0.05212520419635446
600,in_distribution,13,0.37495046854019165,0.043691164967102035,0.18834590911865234,0.04086476865597649
600,in_distribution,14,1.066927194595337,0.07583355646661767,0.10647928714752197,0.033290698117039656
600,in_distribution,15,0.4168481230735779,0.0501385008268972,0.12140607833862305,0.03419446693422687
600,out_of_distribution,0,0.3581974506378174,0.051939737755213544,0.16342973709106445,0.040979988998766634
600,out_of_distribution,1,1.2615731954574585,0.08792454460477352,0.15569758415222168,0.03815220144553808
600,out_of_distribution,2,0.36081457138061523,0.04606916211054247,0.18750989437103271,0.04180456002081077
600,out_of_distribution,3,0.34920912981033325,0.04535494531601116,0.13764333724975586,0.036320768945885554
600,out_of_distribution,4,0.1878366470336914,0.03607951854362371,0.16405701637268066,0.0408416139202531
600,out_of_distribution,5,0.7600409984588623,0.06299688994297734,0.12097835540771484,0.034871377771272895
600,out_of_distribution,6,1.0314741134643555,0.08353594300972875,0.13572156429290771,0.034973112132789794
600,out_of_distribution,7,0.40775346755981445,0.050132239842974366,0.17185711860656738,0.040703406999188785
600,out_of_distribution,8,0.46761757135391235,0.050177534887322385,0.14001250267028809,0.040344036917269836
600,out_of_distribution,9,0.3373090624809265,0.045076685282365164,0.13187527656555176,0.03721749746787328
600,out_of_distribution,10,1.0973259210586548,0.07922189572533606,0.10811138153076172,0.032556005124743784
600,out_of_distribution,11,0.8701738715171814,0.0697315707577048,0.12265527248382568,0.035297843367363406
600,out_of_distribution,12,0.39062976837158203,0.046415071767913985,0.1296701431274414,0.034773934852225304
600,out_of_distribution,13,0.9813064932823181,0.07947737009216438,0.12501227855682373,0.03494638083174194
600,out_of_distribution,14,0.7419439554214478,0.07489151465962085,0.13870060443878174,0.03776646165683133
600,out_of_distribution,15,0.8693162202835083,0.07120478650889321,0.11172544956207275,0.03424643015993458
800,in_distribution,0,1.1367729902267456,0.08637428096181116,0.13811707496643066,0.03838902024266412
800,in_distribution,1,0.928142249584198,0.0747684996942768,0.17929518222808838,0.038250985577323746
800,in_distribution,2,0.9151143431663513,0.0695268219086861,0.13452887535095215,0.03742423029052679
800,in_distribution,3,0.6969472169876099,0.059602231771361674,0.1337752342224121,0.03679685548444107
800,in_distribution,4,0.9483764171600342,0.07361497101987922,0.13713932037353516,0.03575154404498264
800,in_distribution,5,0.7422478199005127,0.06426169222619973,0.1546391248703003,0.038248914503833845
800,in_distribution,6,0.9755955934524536,0.06868566437024859,0.17123675346374512,0.0408600112005129
800,in_distribution,7,1.1619236469268799,0.08427621634929372,0.13417160511016846,0.03895101612514643
800,in_distribution,8,0.9718617796897888,0.07273043845159723,0.11068785190582275,0.03228924762803245
800,in_distribution,9,0.961748480796814,0.06753091891200996,0.13595783710479736,0.03735395102559446
800,in_distribution,10,0.5425204634666443,0.05214664273438638,0.1357269287109375,0.03662345109917055
800,in_distribution,11,0.866295337677002,0.06580905353383053,0.1263115406036377,0.03768373815940997
800,in_distribution,12,0.5290275812149048,0.04904543815061179,0.2800341844558716,0.04953847402098081
800,in_distribution,13,0.3633965849876404,0.044797850912866144,0.15837335586547852,0.03655737167480964
800,in_distribution,14,1.2188791036605835,0.08137033405238502,0.12157201766967773,0.03246462508805193
800,in_distribution,15,0.405565083026886,0.0480887701173351,0.10946047306060791,0.03311364827857404
800,out_of_distribution,0,0.35655879974365234,0.04736868627917587,0.17752957344055176,0.041039754838071534
800,out_of_distribution,1,1.0860365629196167,0.0774786176338007,0.1314382553100586,0.035543446829682135
800,out_of_distribution,2,0.3820216655731201,0.05181887780748701,0.17037522792816162,0.0392934711687975
800,out_of_distribution,3,0.3007276654243469,0.044277289383884776,0.12448310852050781,0.03373138189769888
800,out_of_distribution,4,0.1961069107055664,0.03953002281076268,0.1720600128173828,0.040042354398484505
800,out_of_distribution,5,0.7276548147201538,0.06812435103108527,0.12427222728729248,0.03414579413779072
800,out_of_distribution,6,1.055027723312378,0.07349030167232164,0.14545047283172607,0.03609281362763697
800,out_of_distribution,7,0.42081618309020996,0.04766188813297051,0.13993048667907715,0.035814919672172374
800,out_of_distribution,8,0.4152997136116028,0.04728889159667798,0.13455581665039062,0.03560366805366199
800,out_of_distribution,9,0.3501020073890686,0.04787310515724922,0.14053070545196533,0.03555890886465318
800,out_of_distribution,10,1.1289846897125244,0.07632636063440462,0.138649582862854,0.03689349651035335
800,out_of_distribution,11,0.9432725310325623,0.07456238033087433,0.13084352016448975,0.033978854992281614
800,out_of_distribution,12,0.4855353832244873,0.05815630685467383,0.1207280158996582,0.03697631495727569
800,out_of_distribution,13,1.1020376682281494,0.07701373102378611,0.1307239532470703,0.0407188222989206
800,out_of_distribution,14,0.53294837474823,0.052321894799336,0.11931288242340088,0.03644799617723288
800,out_of_distribution,15,0.92322838306427,0.0712486261864098,0.1382523775100708,0.03778708589290348
1000,in_distribution,0,1.1865397691726685,0.08596549026678067,0.1353142261505127,0.034747145021449294
1000,in_distribution,1,0.9174461364746094,0.07313542666932277,0.17814970016479492,0.04333720374975318
1000,in_distribution,2,0.8737308382987976,0.07033830651664842,0.1266772747039795,0.034958442501846314
1000,in_distribution,3,0.67542564868927,0.061199624950564344,0.13241493701934814,0.036933720985111426
1000,in_distribution,4,0.8635755777359009,0.07007553728756025,0.1457275152206421,0.03750504320870785
1000,in_distribution,5,0.7323112487792969,0.06848107946568517,0.14539706707000732,0.03804715577462667
1000,in_distribution,6,1.0098565816879272,0.07048123825605085,0.18775224685668945,0.04100168132608854
1000,in_distribution,7,1.1643962860107422,0.08614677235548934,0.147086501121521,0.038697553513618144
1000,in_distribution,8,1.0883530378341675,0.07596476411773426,0.10294079780578613,0.03192151486520574
1000,in_distribution,9,1.0763747692108154,0.07439469116253349,0.14505553245544434,0.03816070085752313
1000,in_distribution,10,0.5184490084648132,0.055758145608394705,0.14417195320129395,0.04056981969461557
1000,in_distribution,11,1.0011999607086182,0.07402015580741463,0.15751433372497559,0.03919479507760807
1000,in_distribution,12,0.5382612943649292,0.052263274586158454,0.24953949451446533,0.04500036471221456
1000,in_distribution,13,0.4527668356895447,0.0535884972377903,0.15390372276306152,0.03795093863028826
1000,in_distribution,14,1.174014925956726,0.08083051193874662,0.11851859092712402,0.03549198652699553
1000,in_distribution,15,0.4732726216316223,0.056387574705748296,0.09857285022735596,0.0324333510512106
1000,out_of_distribution,0,0.3553130626678467,0.04657641823844856,0.14849090576171875,0.03876517060358109
1000,out_of_distribution,1,1.089797854423523,0.08079809208331151,0.12956571578979492,0.03778759480491727
1000,out_of_distribution,2,0.3668394088745117,0.04906858567307229,0.1293696165084839,0.03348147336957949
1000,out_of_distribution,3,0.27642327547073364,0.04162798428610486,0.11576628684997559,0.03319429854284189
1000,out_of_distribution,4,0.15052521228790283,0.03362260187185301,0.14013755321502686,0.0342783522625306
1000,out_of_distribution,5,0.8138107061386108,0.07623136494513105,0.14680159091949463,0.04184953221032507
1000,out_of_distribution,6,1.0142662525177002,0.08281371075031896,0.1744910478591919,0.03959312605636915
1000,out_of_distribution,7,0.45149779319763184,0.05373260872491249,0.13268327713012695,0.03621989610926321
1000,out_of_distribution,8,0.46452826261520386,0.05243390822441513,0.13430726528167725,0.0388087436440799
1000,out_of_distribution,9,0.3540336489677429,0.04844381256764814,0.17396259307861328,0.043401810251271176
1000,out_of_distribution,10,1.2471551895141602,0.09077414533280273,0.15535509586334229,0.03673722056000552
1000,out_of_distribution,11,0.8213018774986267,0.06666846137819137,0.10909807682037354,0.030916751642714447
1000,out_of_distribution,12,0.4460453987121582,0.05910800853626589,0.13529419898986816,0.0411349971080888
1000,out_of_distribution,13,1.056514024734497,0.07908933490196551,0.12349224090576172,0.03452814483971703
1000,out_of_distribution,14,0.5368083715438843,0.05978280992613988,0.12518489360809326,0.03411817255959507
1000,out_of_distribution,15,0.92856764793396,0.07202285599228725,0.1294407844543457,0.03616467111019312
1200,in_distribution,0,1.3469363451004028,0.09034784622736929,0.1572403907775879,0.038691213618967185
1200,in_distribution,1,1.1042790412902832,0.08416604209192201,0.13406968116760254,0.03710499835863178
1200,in_distribution,2,0.8782517313957214,0.06559195964717209,0.1136314868927002,0.03339117428229841
1200,in_distribution,3,0.5932461023330688,0.06009205847814161,0.16176176071166992,0.03936229189340541
1200,in_distribution,4,0.7660324573516846,0.06518914514964794,0.17434322834014893,0.03838556141368588
1200,in_distribution,5,0.7268989086151123,0.0728237629733405,0.14300858974456787,0.03608443376585483
1200,in_distribution,6,1.1760305166244507,0.08269643536936618,0.24731183052062988,0.0477083574297467
1200,in_distribution,7,1.3197886943817139,0.08792397417371572,0.15420377254486084,0.03834379237620055
1200,in_distribution,8,1.138837456703186,0.0847269643018333,0.10686278343200684,0.03433950756443622
1200,in_distribution,9,1.0786601305007935,0.08115300082718431,0.14822149276733398,0.03722982019847248
1200,in_distribution,10,0.3701138496398926,0.04632851959326151,0.17245101928710938,0.03966605367672783
1200,in_distribution,11,0.8692259788513184,0.07313482935379163,0.1515674591064453,0.03723876359577839
1200,in_distribution,12,0.5011293292045593,0.04840082696062242,0.28154993057250977,0.048321129474670634
1200,in_distribution,13,0.3652915358543396,0.04412987305083704,0.16170382499694824,0.04025596341237499
1200,in_distribution,14,1.095153570175171,0.08004347115895603,0.10819971561431885,0.030974375080363586
1200,in_distribution,15,0.39727574586868286,0.05014750410379886,0.11867976188659668,0.03351440970463906
1200,out_of_distribution,0,0.36738598346710205,0.04795337573300799,0.1475297212600708,0.03668660290860803
1200,out_of_distribution,1,1.1962107419967651,0.08177175571686103,0.14249849319458008,0.03322104754452645
1200,out_of_distribution,2,0.31375908851623535,0.04441849087921343,0.19395363330841064,0.039739571892037855
1200,out_of_distribution,3,0.32004982233047485,0.04615133765018869,0.14684247970581055,0.039451624935149886
1200,out_of_distribution,4,0.1470024585723877,0.03364775172081421,0.14043140411376953,0.03686661533477169
1200,out_of_distribution,5,0.7922884225845337,0.06632772103850658,0.12658202648162842,0.03597738202844658
1200,out_of_distribution,6,1.048802375793457,0.07617239251919193,0.14413344860076904,0.03638863362206973
1200,out_of_distribution,7,0.391940712928772,0.04549124828567943,0.17882168292999268,0.03899808862792217
1200,out_of_distribution,8,0.4132731556892395,0.057092886240385055,0.13737082481384277,0.036014586589668225
1200,out_of_distribution,9,0.2828654646873474,0.039516945824195876,0.1475222110748291,0.04171833897736749
1200,out_of_distribution,10,1.1056170463562012,0.08370277369268975,0.0931023359298706,0.02979501801001878
1200,out_of_distribution,11,0.8378111720085144,0.06868169117473114,0.1335371732711792,0.03560532630770649
1200,out_of_distribution,12,0.43043792247772217,0.054250237974719076,0.1236034631729126,0.031676878091538525
1200,out_of_distribution,13,1.0242457389831543,0.0810474686655906,0.12045431137084961,0.0357780220280998
1200,out_of_distribution,14,0.6347218751907349,0.06665344807858248,0.13075578212738037,0.03275186073575037
1200,out_of_distribution,15,0.823462963104248,0.06682341273193529,0.11286354064941406,0.03418086129215062
1400,in_distribution,0,1.388500690460205,0.09270923876730523,0.15535080432891846,0.038589879061370284
1400,in_distribution,1,1.12502121925354,0.08619916898450512,0.14931607246398926,0.0345107215330114
1400,in_distribution,2,0.8200551867485046,0.06901555720081648,0.11096596717834473,0.03220676725980414
1400,in_distribution,3,0.5958927869796753,0.05721882828959326,0.15222430229187012,0.038690593050482794
1400,in_distribution,4,0.9138748645782471,0.07003287518921686,0.13984203338623047,0.03445734379191094
1400,in_distribution,5,0.7530189752578735,0.07136467444379767,0.14539074897766113,0.03757899518319228
1400,in_distribution,6,1.014286994934082,0.07677892998627515,0.17947804927825928,0.042504305617197355
1400,in_distribution,7,1.3731271028518677,0.08727122415669022,0.1597764492034912,0.03761635135731483
1400,in_distribution,8,1.053259253501892,0.07840613866147951,0.10960578918457031,0.03167697672773936
1400,in_distribution,9,0.9702709913253784,0.07311870775423697,0.15030360221862793,0.03825844791493634
1400,in_distribution,10,0.5129277110099792,0.050723576989270575,0.11910319328308105,0.03502740716259034
1400,in_distribution,11,0.886317253112793,0.07071047174080554,0.1371135711669922,0.036798818511062314
1400,in_distribution,12,0.49130433797836304,0.05133927154390885,0.2780712842941284,0.051875188290546756
1400,in_distribution,13,0.3946684002876282,0.04557888862940748,0.17607510089874268,0.04357266021780227
1400,in_distribution,14,1.0452611446380615,0.07716933683445276,0.10273754596710205,0.03198104698814582
1400,in_distribution,15,0.44683343172073364,0.051781521106625775,0.11555111408233643,0.03371530832067051
1400,out_of_distribution,0,0.32878947257995605,0.05071295896854142,0.12636470794677734,0.03622859324491157
1400,out_of_distribution,1,1.191689133644104,0.08004028098848924,0.13194775581359863,0.03615162940453074
1400,out_of_distribution,2,0.3044626712799072,0.04508363254211509,0.16975057125091553,0.037001012481755316
1400,out_of_distribution,3,0.32506972551345825,0.04787301172194004,0.1442701816558838,0.03861132394806918
1400,out_of_distribution,4,0.16259360313415527,0.0357135319233016,0.13875555992126465,0.0367392361569952
1400,out_of_distribution,5,0.8829637765884399,0.07157352163062963,0.17137086391448975,0.03923079593715848
1400,out_of_distribution,6,1.1218693256378174,0.07937198294158822,0.17185771465301514,0.03940134521070492
1400,out_of_distribution,7,0.3794928789138794,0.046197416501511566,0.15493905544281006,0.038977026112774656
1400,out_of_distribution,8,0.415343701839447,0.05258301780426191,0.12945282459259033,0.030037749183364618
1400,out_of_distribution,9,0.3076234459877014,0.04169924710756895,0.1348484754562378,0.035197764256900514
1400,out_of_distribution,10,1.2514538764953613,0.08747840022777778,0.11495745182037354,0.03312395498893957
1400,out_of_distribution,11,0.780082643032074,0.06377284715297937,0.13030898571014404,0.03639351348932363
1400,out_of_distribution,12,0.3469182252883911,0.045608409097955264,0.11660850048065186,0.03684409992857673
1400,out_of_distribution,13,1.018871784210205,0.07961289112945423,0.11022913455963135,0.03521112382979417
1400,out_of_distribution,14,0.5891185998916626,0.0665092323283519,0.12125647068023682,0.03422807987716179
1400,out_of_distribution,15,0.8660762310028076,0.06638764625949664,0.11935234069824219,0.03637506227288476
1600,in_distribution,0,1.1770912408828735,0.08420153323132439,0.12623357772827148,0.03196770086280902
1600,in_distribution,1,0.9535996913909912,0.07823875204318452,0.16010546684265137,0.037315954901224316
1600,in_distribution,2,0.8984397053718567,0.07327213776797814,0.1430445909500122,0.03720856922628166
1600,in_distribution,3,0.6118654012680054,0.056729862089631676,0.14529657363891602,0.038114791469191577
1600,in_distribution,4,0.9426913857460022,0.06976016185802622,0.1431419849395752,0.04154470253255937
1600,in_distribution,5,0.7610752582550049,0.07155433365469671,0.15535008907318115,0.040110866633134415
1600,in_distribution,6,0.9761496782302856,0.0683906856772966,0.15140199661254883,0.03771363176701065
1600,in_distribution,7,1.1179786920547485,0.07829361551055887,0.11338305473327637,0.03421487045515975
1600,in_distribution,8,0.7729520201683044,0.06287732837854228,0.12974488735198975,0.03857585196328732
1600,in_distribution,9,1.0109950304031372,0.07766003806598117,0.12548041343688965,0.034786821683610275
1600,in_distribution,10,0.5105780959129333,0.05464923406757758,0.13363361358642578,0.03587245433095105
1600,in_distribution,11,0.8257578611373901,0.06602955145589581,0.13374197483062744,0.03522377776331544
1600,in_distribution,12,0.5522895455360413,0.05480303690528502,0.23372256755828857,0.04252966526053199
1600,in_distribution,13,0.4166262745857239,0.051508683443124745,0.16311490535736084,0.0380990741344757
1600,in_distribution,14,1.0957802534103394,0.0821662635988656,0.10947537422180176,0.033362633591682164
1600,in_distribution,15,0.43272918462753296,0.05248870641990924,0.0896615982055664,0.03174109726120386
1600,out_of_distribution,0,0.31200146675109863,0.04663127204486478,0.11448502540588379,0.03643481257393911
1600,out_of_distribution,1,1.1150730848312378,0.07511730712877801,0.12111568450927734,0.03321288340468693
1600,out_of_distribution,2,0.36286449432373047,0.04503308293586158,0.1408158540725708,0.03747355762889825
1600,out_of_distribution,3,0.34093600511550903,0.04155030305606448,0.10472226142883301,0.03332378661913748
1600,out_of_distribution,4,0.17110908031463623,0.036596367919116246,0.16291391849517822,0.0398168079209884
1600,out_of_distribution,5,0.7486662864685059,0.06702938610355344,0.13402533531188965,0.033852976297716636
1600,out_of_distribution,6,1.1021454334259033,0.07978066801939752,0.16363990306854248,0.04048662762085316
1600,out_of_distribution,7,0.44685089588165283,0.05255958833534593,0.14924967288970947,0.03869313583596141
1600,out_of_distribution,8,0.3876107335090637,0.05299973200673334,0.12387251853942871,0.03389607800456986
1600,out_of_distribution,9,0.3936440348625183,0.05035529424882592,0.1665792465209961,0.04078831692679021
1600,out_of_distribution,10,1.141958236694336,0.07971064541312212,0.12549817562103271,0.03430732172039411
1600,out_of_distribution,11,0.7845417857170105,0.06993924341371165,0.11595737934112549,0.03717537134750897
1600,out_of_distribution,12,0.4021451473236084,0.048941782496058225,0.11163663864135742,0.033745769837667555
1600,out_of_distribution,13,1.0378541946411133,0.0796341405964427,0.12328076362609863,0.03434292371805677
1600,out_of_distribution,14,0.4887584447860718,0.05739781178011487,0.1250690221786499,0.032694578022083746
1600,out_of_distribution,15,0.8695824146270752,0.06641976773496594,0.11830401420593262,0.034534033869674734
1800,in_distribution,0,1.2447609901428223,0.09328580388124123,0.11267197132110596,0.033158189897333795
1800,in_distribution,1,0.9674119353294373,0.0775399882057823,0.15207016468048096,0.038805632197556963
1800,in_distribution,2,0.9851592183113098,0.07839652667866619,0.17672836780548096,0.039398613791722194
1800,in_distribution,3,0.5982356071472168,0.05594328545523638,0.13808083534240723,0.0358306591238641
