step,_step,train_loss,id_kl,ood_kl,kl/id/misspec/generalising,kl/id/misspec/memorising,kl/id/wellspec/generalising,kl/id/wellspec/memorising,kl/ood/misspec/generalising,kl/ood/misspec/memorising,kl/ood/wellspec/generalising,kl/ood/wellspec/memorising
1,0,2.568648338317871,0.6180541694164277,0.624140840768814,0.15093687176704407,0.1351468563079834,0.3779762089252472,0.5138927698135376,0.1550416350364685,0.12691611051559448,0.3896540701389313,0.4532894790172577
200,1,2.2719242572784424,0.4492779433727264,0.5017647862434387,0.014086758717894554,0.013687404803931713,0.2581804692745209,0.3951528072357178,0.012543870136141777,0.014406791888177395,0.2601611018180847,0.3408886194229126
400,2,2.2608890533447266,0.4921018272638321,0.4930404782295227,0.014848405495285988,0.015110475942492485,0.24879218637943268,0.37398555874824524,0.015038428828120232,0.016498936340212822,0.2636275589466095,0.35575127601623535
600,3,2.251615285873413,0.47416152656078336,0.5033705472946167,0.02096528932452202,0.020664557814598083,0.24326808750629425,0.37174445390701294,0.022044124081730843,0.027611196041107178,0.27802014350891113,0.3578096330165863
800,4,2.248526096343994,0.4679012030363083,0.4561790406703949,0.02599986270070076,0.025860149413347244,0.24301117658615112,0.3716113269329071,0.02478819712996483,0.02824416570365429,0.27828288078308105,0.3591129183769226
1000,5,2.244692087173462,0.4563186317682266,0.49466402530670167,0.029929596930742264,0.028047990053892136,0.25430646538734436,0.3682604432106018,0.02844758704304695,0.03055061586201191,0.27366089820861816,0.3618946671485901
1200,6,2.235018253326416,0.42524130642414093,0.46567396223545077,0.035379745066165924,0.0343957357108593,0.23745492100715637,0.3638153672218323,0.03701968118548393,0.03761439770460129,0.29691609740257263,0.37283843755722046
1400,7,2.208127975463867,0.46918567419052126,0.48206513524055483,0.04780849441885948,0.04695713147521019,0.22657418251037598,0.3462405800819397,0.04592297971248627,0.04668962582945824,0.2797345817089081,0.38478511571884155
1600,8,2.1958200931549072,0.36652874648571016,0.5060832500457764,0.06886078417301178,0.06795572489500046,0.2048330307006836,0.33137190341949463,0.06524434685707092,0.06690766662359238,0.2561033368110657,0.3632517457008362
1800,9,2.167313575744629,0.3418476223945618,0.4395075112581253,0.09020114690065384,0.08788992464542389,0.1715465486049652,0.2820485234260559,0.08518452942371368,0.08728082478046417,0.22916379570960999,0.3751853108406067
2000,10,2.1017229557037354,0.220102858543396,0.2566428825259209,0.16743716597557068,0.16690683364868164,0.08869384229183197,0.19152657687664032,0.1513858139514923,0.15604400634765625,0.10905473679304123,0.39907702803611755
2200,11,2.044762134552002,0.11714476346969604,0.13959934189915657,0.22361747920513153,0.22302401065826416,0.024363815784454346,0.12372883409261703,0.2099759578704834,0.21287226676940918,0.02725854329764843,0.41629528999328613
2400,12,2.0377955436706543,0.10779461041092872,0.121468535810709,0.2561590075492859,0.25497519969940186,0.015073876827955246,0.11986929178237915,0.24194902181625366,0.24326851963996887,0.017110295593738556,0.428297758102417
2600,13,2.0222973823547363,0.09908196032047271,0.11164766624569893,0.2589097023010254,0.25867345929145813,0.011136924847960472,0.10701388120651245,0.23743221163749695,0.2408021092414856,0.012533220462501049,0.4180888831615448
2800,14,2.0352673530578613,0.10907535403966903,0.10120539739727974,0.26246076822280884,0.2594906687736511,0.009545968845486641,0.10350769758224487,0.2390756607055664,0.24514883756637573,0.012065518647432327,0.42301490902900696
3000,15,2.025986909866333,0.090873571485281,0.10321524739265442,0.2816835045814514,0.2799018621444702,0.009217794984579086,0.1047515869140625,0.24813252687454224,0.2514601945877075,0.010604740120470524,0.42704683542251587
3200,16,2.0247161388397217,0.0959737978875637,0.11028420627117157,0.2736520767211914,0.270793080329895,0.008248060941696167,0.10025027394294739,0.23972396552562714,0.2432786375284195,0.009342442266643047,0.42813339829444885
3400,17,2.024473190307617,0.10428643301129341,0.11854054555296897,0.27067556977272034,0.26974985003471375,0.008330436423420906,0.10224702209234238,0.25063496828079224,0.2537662386894226,0.009820090606808662,0.4306287169456482
3600,18,2.0249991416931152,0.10598966106772423,0.10551531091332436,0.2909396290779114,0.2881126403808594,0.008141566067934036,0.10070851445198059,0.2556939423084259,0.2581649124622345,0.009689923375844955,0.4183129072189331
3800,19,2.026488780975342,0.10505569726228714,0.09954550117254257,0.26172035932540894,0.25939303636550903,0.008130070753395557,0.09932772815227509,0.23635604977607727,0.2384905219078064,0.009927662089467049,0.4231398105621338
4000,20,2.0310606956481934,0.09789322763681411,0.10456372350454331,0.27257660031318665,0.2699078321456909,0.00857071578502655,0.09913790225982666,0.2534805238246918,0.25736647844314575,0.009531496092677116,0.4374426007270813
4200,21,2.017972230911255,0.10006427764892578,0.11387306228280067,0.2688595652580261,0.2656319737434387,0.007790241856127977,0.10220426321029663,0.2526494860649109,0.2564653754234314,0.009159152396023273,0.4196774959564209
4400,22,2.0076661109924316,0.09594204351305961,0.10937599167227745,0.2729262113571167,0.2703729271888733,0.007786399684846401,0.09431348741054535,0.24881091713905334,0.2507668137550354,0.0098353810608387,0.4283360242843628
4600,23,2.0163464546203613,0.08736607059836388,0.10730107575654983,0.27232757210731506,0.26946038007736206,0.00816396251320839,0.0949321985244751,0.2515754699707031,0.25319376587867737,0.009939939714968204,0.42442017793655396
4800,24,2.0177392959594727,0.09192650243639947,0.10953764542937279,0.2730078101158142,0.27116790413856506,0.007562444545328617,0.09822139143943787,0.25899970531463623,0.2620322108268738,0.01053755171597004,0.43855834007263184
5000,25,2.024552583694458,0.08025597557425498,0.1084273673593998,0.2813260555267334,0.27888697385787964,0.007464424706995487,0.09652678668498993,0.2538045644760132,0.2558061182498932,0.010778319090604782,0.440721333026886
5200,26,2.017951011657715,0.0945134349167347,0.11368414834141731,0.26113763451576233,0.25776398181915283,0.007840455509722233,0.09952965378761292,0.2331649363040924,0.23487165570259094,0.011171209625899792,0.4102620482444763
5400,27,2.0299057960510254,0.09200434237718583,0.12013819441199303,0.2573569715023041,0.25372880697250366,0.008080543950200081,0.09641064703464508,0.2475416511297226,0.24914205074310303,0.011092877015471458,0.44059044122695923
5600,28,2.0197577476501465,0.08793559074401855,0.1138209231197834,0.2864586412906647,0.2825961709022522,0.009072361513972282,0.09931197762489319,0.24779996275901794,0.2503601312637329,0.01083998940885067,0.42329609394073486
5800,29,2.0179154872894287,0.08264067694544792,0.1248928390443325,0.2796969711780548,0.277530312538147,0.009064719080924988,0.0942869484424591,0.2456323504447937,0.24577590823173523,0.010367289185523987,0.4248581528663635
6000,30,2.0224392414093018,0.08855351582169532,0.11067904531955719,0.27247416973114014,0.26796019077301025,0.008752023801207542,0.09328652918338776,0.24333599209785461,0.24380448460578918,0.011613990180194378,0.4175451397895813
6200,31,2.0218405723571777,0.08569518066942691,0.11594161838293075,0.27318018674850464,0.2703764736652374,0.009225757792592049,0.09245501458644867,0.24490880966186523,0.24788214266300201,0.011166713200509548,0.4354400038719177
6400,32,2.018315315246582,0.0920157179236412,0.10617960169911385,0.2581445574760437,0.25510913133621216,0.009279634803533554,0.09534312784671783,0.24174347519874573,0.24318379163742065,0.012995608150959015,0.4193112552165985
6600,33,2.0159482955932617,0.0800342783331871,0.11240478754043579,0.27626556158065796,0.27264487743377686,0.00914823543280363,0.09011867642402649,0.24362757802009583,0.24299770593643188,0.011947523802518845,0.433851957321167
6800,34,2.021228790283203,0.0841268926858902,0.11215645372867585,0.2715950906276703,0.2687234580516815,0.008778883144259453,0.09286049008369446,0.254764199256897,0.2551325857639313,0.012144183740019798,0.43546316027641296
7000,35,2.010010242462158,0.09270500019192696,0.1171175293624401,0.27956557273864746,0.2765563726425171,0.010906798765063286,0.08507908880710602,0.24717271327972412,0.2510306239128113,0.015085175633430481,0.43485599756240845
7200,36,2.0224568843841553,0.09804902076721192,0.11355887800455093,0.2970925569534302,0.2928474545478821,0.010166705586016178,0.0891357958316803,0.25409165024757385,0.25641775131225586,0.013536476530134678,0.44146502017974854
7400,37,2.0160303115844727,0.08846892714500428,0.1231522724032402,0.27935999631881714,0.27576857805252075,0.010322162881493568,0.08723437041044235,0.23945745825767517,0.24496757984161377,0.014128497801721096,0.4201151132583618
7600,38,2.0127158164978027,0.08214885890483856,0.1089085392653942,0.266079843044281,0.26296544075012207,0.00993211567401886,0.09315279126167297,0.24657392501831055,0.24857226014137268,0.014350948855280876,0.42611557245254517
7800,39,2.01491117477417,0.08176354020833969,0.11295770853757858,0.27650386095046997,0.2729056775569916,0.011797396466135979,0.09079307317733765,0.23938557505607605,0.2418428361415863,0.015321321785449982,0.4196212887763977
8000,40,2.0212652683258057,0.09176155254244804,0.125057415664196,0.28661394119262695,0.2821696996688843,0.010848704725503922,0.08929212391376495,0.24619939923286438,0.24654734134674072,0.014700508676469326,0.4291669428348541
8200,41,2.0144500732421875,0.08428929075598716,0.12167278975248337,0.2775401473045349,0.27396780252456665,0.010552946478128433,0.0921393632888794,0.23492304980754852,0.23411333560943604,0.015321748331189156,0.4196830987930298
8400,42,2.0145416259765625,0.08896532505750657,0.11237086132168769,0.2706066370010376,0.26638567447662354,0.011710798367857933,0.09345908463001251,0.24310201406478882,0.2432517111301422,0.016992952674627304,0.42649850249290466
8600,43,2.020012855529785,0.0801632534712553,0.11323307752609253,0.27604275941848755,0.27312523126602173,0.011222291737794876,0.0926421731710434,0.25179946422576904,0.24996638298034668,0.018686316907405853,0.43264785408973694
8800,44,2.023754358291626,0.08671050891280174,0.10454318225383759,0.2796226441860199,0.27431273460388184,0.013171055354177952,0.08805018663406372,0.24474482238292694,0.2439269721508026,0.01758396625518799,0.42443418502807617
9000,45,2.0109357833862305,0.07800379227846861,0.12284723967313767,0.2738518714904785,0.2702031433582306,0.012212254106998444,0.0875261127948761,0.240005761384964,0.24003177881240845,0.01981949433684349,0.41813722252845764
9200,46,2.0178585052490234,0.08944470211863517,0.11807016804814338,0.2642858624458313,0.26102307438850403,0.012766556814312935,0.08599559962749481,0.24630311131477356,0.24530035257339478,0.018875036388635635,0.42053645849227905
9400,47,2.0144569873809814,0.08328843340277672,0.130732461810112,0.2809654474258423,0.2776098847389221,0.012306692078709602,0.08904729783535004,0.23923960328102112,0.24066893756389618,0.01673881895840168,0.4062238335609436
9600,48,2.01444673538208,0.07773371860384941,0.12778029590845108,0.290807843208313,0.2868518829345703,0.012212878093123436,0.08753098547458649,0.24022966623306274,0.23977500200271606,0.017330637201666832,0.42200666666030884
9800,49,2.0153729915618896,0.08194420784711838,0.13397192358970642,0.2735680639743805,0.26993224024772644,0.012574766762554646,0.09013770520687103,0.24141475558280945,0.2395642101764679,0.017189625650644302,0.41822028160095215
10000,50,2.0072317123413086,0.08231742717325688,0.12013530284166336,0.2810550332069397,0.2775716781616211,0.012735728174448013,0.08855243772268295,0.24164824187755585,0.24127963185310364,0.018033254891633987,0.40805354714393616
10200,51,2.0104241371154785,0.0909565456211567,0.1221549853682518,0.2633759379386902,0.25922659039497375,0.013194069266319275,0.09007732570171356,0.24928554892539978,0.2470339834690094,0.018129607662558556,0.4111287593841553
10400,52,2.0171661376953125,0.07681248784065246,0.11662409231066703,0.29251277446746826,0.28792625665664673,0.0145712373778224,0.08320982754230499,0.229421004652977,0.2258700728416443,0.017988160252571106,0.41022396087646484
10600,53,2.0130648612976074,0.08189439177513122,0.12515635192394256,0.28287386894226074,0.27823978662490845,0.014791235327720642,0.08347460627555847,0.23157629370689392,0.23229041695594788,0.02048344537615776,0.42482441663742065
10800,54,2.00779390335083,0.08076422214508057,0.13247276321053505,0.2836514115333557,0.27870404720306396,0.014399385079741478,0.08876322209835052,0.2489756941795349,0.2497822493314743,0.020783737301826477,0.43136098980903625
11000,55,2.0145013332366943,0.08771254085004329,0.125689647346735,0.29661983251571655,0.2924208641052246,0.014800319448113441,0.08631294965744019,0.2507035732269287,0.24939554929733276,0.0218285471200943,0.43495845794677734
11200,56,2.008265972137451,0.07767658419907093,0.12338470369577408,0.2952948808670044,0.2913818657398224,0.015246490016579628,0.08622054755687714,0.2431669533252716,0.2421625554561615,0.020853035151958466,0.43529418110847473
